# w mse
3.000000000000000000e+00 1.238151993467299407e-02
5.000000000000000000e+00 9.925462727028683263e-03
9.000000000000000000e+00 1.026777872723782896e-02
1.700000000000000000e+01 1.561908148656116109e-02
3.300000000000000000e+01 3.223325080918538338e-02
6.500000000000000000e+01 7.659366584350991991e-02
1.290000000000000000e+02 1.870933965913139096e-01
2.570000000000000000e+02 4.464790389046928709e-01
5.130000000000000000e+02 9.915488552029323444e-01
1.025000000000000000e+03 2.022603061991482321e+00
2.049000000000000000e+03 3.000425293619942479e+00
4.097000000000000000e+03 4.142287082949666299e+00
8.193000000000000000e+03 4.197728803022687138e+00
1.638500000000000000e+04 5.061656501209380821e+00
