# hist edge err
5.312981501341309922e+02 3.268027589410125126e-05 3.756845247917124198e+02
7.382363857801601625e+01 2.351952635070958910e-04 5.220119545037993447e+01
1.243674941411786676e+02 3.490254878959579417e-04 5.561883421819646145e+01
3.352264699358713784e+01 5.179474679231213042e-04 2.370409101248829487e+01
3.388449296629457308e+01 7.686246100397737743e-04 1.956322113544415231e+01
6.088932396736681341e+01 1.140624923851320336e-03 2.152762693959482476e+01
2.564440329559604947e+01 1.692666615037876103e-03 1.146852580227447937e+01
4.493009891646778442e+01 2.511886431509579437e-03 1.246136734269181723e+01
1.863182678282020177e+01 3.727593720314941773e-03 6.587345532012649940e+00
2.197176347603280888e+01 5.531681197617227368e-03 5.872200793610574898e+00
1.374838421256340126e+01 8.208914159638253452e-03 3.813115710244380452e+00
1.781639141755917066e+01 1.218187912010115954e-02 3.563278283511833955e+00
8.644177385469880903e+00 1.807768676963434143e-02 2.037452149015051450e+00
7.443041317917458599e+00 2.682695795279727360e-02 1.551981399208156587e+00
5.669795179913401206e+00 3.981071705534973415e-02 1.111938317709721069e+00
3.232869186168365605e+00 5.907837911587943136e-02 6.892500263750748202e-01
1.485347736041206623e+00 8.767123872968686504e-02 3.835151363342989006e-01
9.341924300856451202e-01 1.301025216910830229e-01 2.496734290498752173e-01
3.147587244771987702e-01 1.930697728883249698e-01 1.189676154220809801e-01
6.060119120390904807e-02 2.865120269663781749e-01 4.285151324826664415e-02
1.225106500385105129e-01 4.251786303382894538e-01 5.001476344183851397e-02
2.751845315742115772e-02 6.309573444801930275e-01 1.945848483537685955e-02
