# hist edge err
1.318694966441653150e+03 7.626985859023451084e-05 3.806744469270465174e+02
1.218882760632691316e+03 1.719072201858574543e-04 2.437765521265382631e+02
9.417797229506148824e+02 2.580861540418076657e-04 1.748841041416046380e+02
1.103191547217651532e+03 3.874675120456132216e-04 1.544777152436923018e+02
7.780435756238853173e+02 5.817091329374358228e-04 1.058783198849475014e+02
3.646894245587518526e+02 8.733261623828437233e-04 5.916043672328073910e+01
7.670969055377308621e+01 1.311133937421564335e-03 2.214418024533689433e+01
3.832135933456645205e+01 1.968419447286613461e-03 1.277378644485548342e+01
1.701684561216073988e+01 2.955209235202887856e-03 6.947098130252110870e+00
3.778219765901107863e+00 4.436687330978615965e-03 2.671604817281723498e+00
