# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 2.120139131108787019e-04 1.819058719419831314e-15 -6.189678700003151448e-14
2.000000000000000000e+00 2.323860451107555790e-04 -8.331041990372738443e-08 -5.443494710587372596e-06
4.000000000000000000e+00 1.681272010581120926e-04 -1.374122795949997954e-07 -8.978502158914943902e-06
6.000000000000000000e+00 1.542723725304699623e-04 -1.652681001304963444e-07 -1.079860215585329053e-05
8.000000000000000000e+00 1.331372240272556996e-05 -1.708352633858304246e-07 -1.116236298048531348e-05
1.000000000000000000e+01 1.413374890835234691e-04 -1.587493360603034408e-07 -1.037266756991367179e-05
1.200000000000000000e+01 1.012396091004106637e-04 -1.339706308969397151e-07 -8.753629470802592408e-06
1.400000000000000000e+01 1.319424856340334394e-04 -1.014375341063957441e-07 -6.627919349640818847e-06
1.600000000000000000e+01 2.324031539124476239e-04 -6.574823743184308572e-08 -4.295982659829538245e-06
1.800000000000000000e+01 1.602135460600917624e-04 -3.088456552106246064e-08 -2.017993875333730036e-06
2.000000000000000000e+01 1.376528632597831450e-04 6.075530363466013134e-12 3.962564497739776954e-10
2.200000000000000000e+01 1.753399200028213714e-04 2.474749258093915939e-08 1.616999149286313995e-06
2.400000000000000000e+01 1.351476401109095483e-04 4.216923669758479767e-08 2.755336136217133839e-06
2.600000000000000000e+01 1.642048458795584975e-04 5.203425691896773992e-08 3.399917254156086108e-06
2.800000000000000000e+01 1.927536372298816435e-04 5.487965209082019012e-08 3.585836938307799058e-06
3.000000000000000000e+01 1.463341363920447110e-04 5.180784378470029825e-08 3.385123243307902543e-06
3.200000000000000000e+01 1.699297455363987623e-04 4.426661956608091613e-08 2.892382121856581848e-06
3.400000000000000000e+01 2.025191950511110763e-04 3.384685619861948428e-08 2.211555161735101363e-06
3.600000000000000000e+01 1.923326598481801385e-04 2.211005660927710086e-08 1.444672306548436290e-06
3.800000000000000000e+01 4.974299894832962671e-05 1.045090229739870627e-08 6.828609203191273559e-07
4.000000000000000000e+01 1.713726609508055190e-04 -4.140297222220958345e-12 -2.697301177055217752e-10
4.200000000000000000e+01 1.479390713987811280e-04 -8.458396856625591285e-09 -5.526692298260426179e-07
4.400000000000000000e+01 1.939597038547523182e-04 -1.446469410931650306e-08 -9.451206903379202443e-07
4.600000000000000000e+01 1.667492572497179457e-04 -1.790431477911858691e-08 -1.169863774690264619e-06
4.800000000000000000e+01 2.512819264846675310e-04 -1.893386248499336892e-08 -1.237136011041616484e-06
5.000000000000000000e+01 1.716749916163902608e-04 -1.791429273259255376e-08 -1.170515497678028115e-06
5.200000000000000000e+01 1.378492214941947312e-04 -1.533470081482088480e-08 -1.001965342319466479e-06
5.400000000000000000e+01 1.644724683585851305e-04 -1.174160747614396635e-08 -7.671926799886435747e-07
5.600000000000000000e+01 1.386191769907896276e-04 -7.677441449269908014e-09 -5.016424045254819518e-07
5.800000000000000000e+01 2.670777934776326704e-04 -3.630643613386065843e-09 -2.372264302211392931e-07
