# hist edge err
2.334337436271378579e+02 1.118872211587422201e-04 1.650625830765112028e+02
1.076613378029663721e+02 3.638945990099393298e-04 6.215830236185787072e+01
4.904518278536009035e+01 7.988017808015708847e-04 2.831624948358204819e+01
3.310279390180652115e+01 1.183506729519468890e-03 1.911190697013669748e+01
3.723760084998519204e+01 1.753486550082959282e-03 1.665316136391416535e+01
2.010666175684435686e+01 2.597970087225649673e-03 1.005333087842217843e+01
2.374905391688037781e+01 3.849159021949681223e-03 8.976298648161415983e+00
9.159601034055373958e+00 5.702923697662180130e-03 4.579800517027686979e+00
7.727782017350794952e+00 8.449466108283339855e-03 3.455969181219367137e+00
1.251798415634699779e+01 1.251875025862529169e-02 3.613630761189205121e+00
3.520395429787642083e+00 1.854781190070614594e-02 1.574368697736951095e+00
2.376072791391608430e+00 2.748048480853345493e-02 1.062612056207862699e+00
4.490410711881250627e+00 4.071515547789694017e-02 1.200112743554236694e+00
2.814295359247992678e+00 6.032367686157238951e-02 7.805450940053066944e-01
2.922298738404103258e+00 8.937571151054239660e-02 6.534458629633449478e-01
1.282053828449681188e+00 1.324192791886045217e-01 3.555777551061722330e-01
1.065003862692161185e+00 1.961927374280119651e-01 2.662509656730402963e-01
4.043356201394485150e-01 2.906796537132130820e-01 1.347785400464828476e-01
1.516134708231010875e-01 4.306717067640523089e-01 6.780360541302700439e-02
6.139843946785487200e-02 6.380842850117609544e-01 3.544840555458895343e-02
2.762704064796413575e-02 9.453872831307958968e-01 1.953526778629182878e-02
