# w mse
3.000000000000000000e+00 7.891428393430858015e-03
5.000000000000000000e+00 4.260134999695155272e-03
9.000000000000000000e+00 4.975106577492571965e-03
1.700000000000000000e+01 8.067829442445799068e-03
3.300000000000000000e+01 1.689392233653409098e-02
6.500000000000000000e+01 3.865271482593795466e-02
1.290000000000000000e+02 8.928945443525200532e-02
2.570000000000000000e+02 2.005295293664354217e-01
5.130000000000000000e+02 4.436092113847945884e-01
1.025000000000000000e+03 1.005642337243390916e+00
2.049000000000000000e+03 2.047778260527037375e+00
4.097000000000000000e+03 3.406318734738293941e+00
8.193000000000000000e+03 4.639876712676078263e+00
1.638500000000000000e+04 7.545670418045132166e+00
