# w mse
3.000000000000000000e+00 6.806125812533237417e-03
5.000000000000000000e+00 1.555115086198533871e-02
9.000000000000000000e+00 4.559413565532870888e-02
1.700000000000000000e+01 1.300884524809528819e-01
3.300000000000000000e+01 3.376745172088478353e-01
6.500000000000000000e+01 7.921197244595771236e-01
1.290000000000000000e+02 1.715181077320889536e+00
2.570000000000000000e+02 3.567876763856113076e+00
5.130000000000000000e+02 7.122593845723995898e+00
1.025000000000000000e+03 1.382589199830520776e+01
2.049000000000000000e+03 2.469816224947417993e+01
4.097000000000000000e+03 3.127837667803343891e+01
8.193000000000000000e+03 3.398069518095206831e+01
