# theta phi
-5.923862068073118081e+01 1.199721392369260826e+02
1.207613793192688263e+02 6.002786076307392449e+01
-5.331301314716694861e+01 1.207041746374381859e+02
-1.250688862399621115e+02 1.208196283958031643e+02
1.266869868528330585e+02 5.929582536256181413e+01
5.493111376003788848e+01 5.918037160419685705e+01
1.234806359320562876e+02 1.198665293499394693e+02
1.239791966020756604e+02 5.943326183390649931e+01
5.320775858005568892e+01 1.205910301898540951e+02
3.708860419991592750e+01 5.933415393131043203e+01
5.760196691211513098e+01 5.767513543483585892e+01
-1.512511342010417650e+02 5.857262682870077697e+01
-5.765255314274238430e+01 5.900422162877281806e+01
-1.439402123915893981e+02 5.559624597910004695e+01
-1.256329211631446157e+02 1.214001006399601721e+02
-5.234861037823227292e+01 5.901161769857102968e+01
1.271060022774522764e+02 5.869481557019446427e+01
5.503994022480329562e+01 1.223118247042097408e+02
1.229438160603570935e+02 1.246043333495597381e+02
-5.651936406794372658e+01 6.013347065006053782e+01
-5.602080339792435382e+01 1.205667381660935007e+02
-1.267922414199443182e+02 5.940896981014592626e+01
-1.429113958000840796e+02 1.206658460686895893e+02
-1.223980330878848832e+02 1.223248645651641482e+02
2.874886579895822436e+01 1.214273731712992230e+02
1.223474468572576370e+02 1.209957783712271890e+02
3.605978760841063036e+01 1.244037540208999673e+02
5.436707883685539144e+01 5.859989936003984923e+01
1.276513896217677200e+02 1.209883823014289845e+02
-5.289399772254772358e+01 1.213051844298055215e+02
-1.249600597751967115e+02 5.768817529579024495e+01
-5.705618393964290647e+01 5.539566665044025484e+01
3.368591147314285905e+01 6.225960903432017091e+01
-1.223755413306534479e+02 1.237715394987891671e+02
3.818393702254185484e+01 1.205222768593672242e+02
1.406921156831619726e+02 5.612094218156692449e+01
-1.595951078639179741e+02 5.933624448233393878e+01
3.797506036269233221e+01 1.187071544371536760e+02
1.259020458010202077e+02 1.209569129197712982e+02
1.409908274844488574e+02 5.526851141209408524e+01
-1.171086684138818157e+02 1.210624992730763410e+02
-6.068607466224353431e+01 1.191539091578606673e+02
-4.465007930734972774e+01 5.905846524283027321e+01
1.442023241467781531e+02 5.574342114163982842e+01
-3.561074593726313253e+01 1.180773701566706109e+02
6.003494731063302225e+01 5.740431430027508952e+01
-1.235131109660383117e+02 1.229497938663310350e+02
-6.107896986999717370e+01 5.854935418702536509e+01
-5.575379107880903007e+01 1.216599981825955723e+02
3.829016213850881201e+01 5.817783259015864417e+01
-1.212882616046029938e+02 5.759869923920303592e+01
5.738128033971533171e+01 1.208005534605400726e+02
3.967111598542832951e+01 5.888791680970271614e+01
-3.422192815215518635e+01 1.232074414957980792e+02
-5.478760610083773486e+01 5.793726225175512212e+01
1.423047581523589997e+02 5.645934520843925952e+01
-1.257060733446642331e+02 5.965375092434199900e+01
-1.401401492523598904e+02 1.215933540366944783e+02
1.478758448915216945e+02 1.229230087241414680e+02
-3.034132544189489522e+01 1.245192149070965968e+02
1.386033038014496981e+02 5.952042385569699690e+01
5.515863560062511084e+01 1.182688385896600209e+02
5.380578385119154916e+01 6.128428920094731325e+01
-3.208690842263874998e+01 5.641177118420637981e+01
5.115112009190768561e+01 5.513032738070690186e+01
4.846261215720491577e+01 5.858516395891385997e+01
-3.595890068892167335e+01 5.583349626042766545e+01
1.398551694698443271e+02 1.197929661619583186e+02
-4.914413975290005254e+01 5.844984009837032346e+01
-4.946601951443514622e+01 5.842111416141442248e+01
-5.610033418926227711e+01 5.812644702629127380e+01
-1.466487759234933606e+02 1.170172323672373409e+02
-1.260752776851580421e+02 5.825773024827089586e+01
-1.483765100220354043e+02 5.752103316516914333e+01
3.270318491860803789e+01 5.695866061905075384e+01
3.610479672300849074e+01 1.232660174181627895e+02
-6.090034624657378259e+01 1.220496712255267937e+02
5.408200125356566446e+01 1.237852747648872906e+02
-1.463140885268571481e+02 1.177403909656798220e+02
5.762445866934658056e+01 5.622846050121085426e+01
-1.418160629774581594e+02 5.947772314063277577e+01
-3.930788431683804163e+01 1.238790578184330684e+02
2.040489213608204011e+01 1.206637555176660896e+02
-1.420249396373076820e+02 6.129284556284633823e+01
-5.409795419897979940e+01 5.904308708022873020e+01
-3.900917251555116394e+01 1.247314885879059290e+02
6.289133158611820562e+01 5.893750072692365904e+01
1.193139253377564728e+02 6.084609084213936114e+01
1.353499206926502723e+02 1.209415347571697339e+02
-3.579767585322185397e+01 1.242565788583601716e+02
1.443892540627368817e+02 6.192262984332941045e+01
-1.199650526893669706e+02 1.225956856997249105e+02
5.648688903396170247e+01 5.705020613366897209e+01
1.189210301300028334e+02 1.214506458129746420e+02
1.242462089211909699e+02 5.834000181740443480e+01
-1.417098378614911667e+02 1.218221674098413700e+02
5.871173839539701333e+01 1.224013007607969712e+02
-1.226187196602846825e+02 5.919944653945994162e+01
-1.403288840145716847e+02 1.211120831902972839e+02
1.457780718478448136e+02 5.679255850420192786e+01
1.252123938991622651e+02 1.220627377482448850e+02
-3.769524184764100738e+01 1.235406547915607405e+02
5.429392665533579532e+01 1.203462490756580081e+02
3.985985074764009539e+01 5.840664596330552882e+01
-3.212415510847830546e+01 5.707699127585855337e+01
1.496586745581051048e+02 5.548078509290341032e+01
-4.139669619855032323e+01 1.204795761443029960e+02
-1.248413643993748963e+02 6.173116141034000037e+01
-1.261942161488084508e+02 1.187157107990527010e+02
1.479130915773612571e+02 1.235882288157936131e+02
-1.288488799080923286e+02 1.248696726192930839e+02
-1.315373878427950842e+02 1.214148360410861329e+02
1.440410993110783409e+02 1.241665037395723488e+02
-4.014483053015568004e+01 6.020703383804168851e+01
1.308558602470999688e+02 1.215501599016296836e+02
1.305339804855648538e+02 1.215788858385855917e+02
1.238996658107377300e+02 1.218735529737087262e+02
3.335122407650665366e+01 6.298276763276266621e+01
5.392472231484196499e+01 1.217422697517291112e+02
3.162348997796460282e+01 1.224789668348308567e+02
-1.472968150813919692e+02 1.230413393809492533e+02
-1.438952032769915093e+02 5.673398258183721055e+01
1.190996537534262387e+02 5.795032877447321340e+01
-1.259179987464343498e+02 5.621472523511270936e+01
-5.533167098027190889e+01 5.616228470207781953e+01
-1.436946206702415623e+02 1.215209440279474080e+02
-1.290834597896668186e+02 5.597386639846270384e+01
5.771788203961754249e+01 5.605238960924688030e+01
1.507074847346584079e+02 5.648554901702171094e+01
3.235745946949185026e+01 1.180331517266524628e+02
-1.457412448706063515e+02 1.195592672407790360e+02
-3.686458389985006079e+01 6.086693595512983279e+01
5.601383133612826981e+01 1.254896155035383600e+02
-5.970212339795239842e+01 5.285462365458920431e+01
5.442253381944197344e+01 5.599811158864248029e+01
1.227023067996638872e+02 5.805782315823659445e+01
-1.220879434784966975e+02 1.250213444723409992e+02
-6.474413785951792022e+01 1.257530779230100961e+02
5.939020093923196697e+01 5.847659912905800894e+01
5.942252043335913925e+01 5.727367125129396896e+01
-6.258193839614371257e+01 5.601324416965322683e+01
1.257765818317764825e+02 6.123983308052251573e+01
4.228475335025083837e+01 5.843198130669989609e+01
1.103847461753343708e+02 1.249746346350883641e+02
1.230616779130728986e+02 6.046434861769549229e+01
-1.182782140167985858e+02 1.234154936185119880e+02
-1.406122038708716957e+02 1.209932206640925614e+02
5.468166128976897511e+01 1.198362186285631026e+02
-1.396774125516605523e+02 6.082494663573224614e+01
5.419804782099157592e+01 5.514891802741407645e+01
-3.768388054149065169e+01 1.211905037123934648e+02
-1.180800417090809731e+02 1.223423852968685424e+02
4.853631887081355245e+01 5.920800775773824398e+01
-1.380782432041959851e+02 1.245984197475333417e+02
-1.247212862961105344e+02 1.219501120109103596e+02
-1.253481666403173307e+02 1.221620964602089714e+02
-3.177693838511309465e+01 1.209225725392825979e+02
5.741024813420564499e+01 5.413077184212779258e+01
1.185282885665858998e+02 5.830215368634642914e+01
5.487176197015725165e+01 1.205967803141773942e+02
5.151164159213642790e+01 1.219042759462225263e+02
1.423018540550804403e+02 1.230820017177371426e+02
3.258807560661756497e+01 1.214160910147909078e+02
-4.552121855282102558e+01 1.252566246245969097e+02
-1.252516645315091637e+02 5.967461738435381591e+01
