# w mse
3.000000000000000000e+00 5.583235376711422233e-03
5.000000000000000000e+00 8.686489380866392607e-03
9.000000000000000000e+00 1.881789001371113670e-02
1.700000000000000000e+01 4.470104137973464342e-02
3.300000000000000000e+01 1.079849096899955785e-01
6.500000000000000000e+01 2.622339760582746981e-01
1.290000000000000000e+02 5.946769865257178767e-01
2.570000000000000000e+02 1.133985847181528284e+00
5.130000000000000000e+02 1.852318785825095793e+00
1.025000000000000000e+03 2.566436660595207364e+00
2.049000000000000000e+03 2.960950786728940631e+00
4.097000000000000000e+03 3.790010204818858863e+00
8.193000000000000000e+03 5.490535296172658342e+00
