# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
9.999980790002194198e-03 0.000000000000000000e+00
1.999996158000438840e-02 0.000000000000000000e+00
2.999994237000658259e-02 0.000000000000000000e+00
3.999992316000877679e-02 0.000000000000000000e+00
4.999990395001097099e-02 0.000000000000000000e+00
5.999988474001316519e-02 0.000000000000000000e+00
6.999986553001535938e-02 0.000000000000000000e+00
7.999984632001777562e-02 2.746525187065434359e+00
8.999982711001996982e-02 2.190343826244995906e+00
9.999980790002216402e-02 2.218177058967482740e+00
1.099997886900243582e-01 2.414733412634070930e+00
1.199997694800265524e-01 2.426837706982042153e+00
1.299997502700287466e-01 2.384981664127215240e+00
1.399997310600309408e-01 2.365392420215672420e+00
1.499997118500331350e-01 2.307250473365080712e+00
1.599996926400353292e-01 2.271666161451532773e+00
1.699996734300375234e-01 2.113334286103109694e+00
1.799996542200397176e-01 2.425108020806113984e+00
1.899996350100419118e-01 2.340095929973426081e+00
1.999996158000441060e-01 2.337549930569323031e+00
2.099995965900463002e-01 2.358380856353590627e+00
2.199995773800487164e-01 2.231899304811348017e+00
2.299995581700509106e-01 2.238594363633984230e+00
2.399995389600531048e-01 2.194391125548146526e+00
2.499995197500552990e-01 2.231315764576497163e+00
2.599995005400574932e-01 2.144594079596942482e+00
2.699994813300596874e-01 2.241983920431882993e+00
2.799994621200618816e-01 2.222219309051014502e+00
2.899994429100640758e-01 2.111410919042953527e+00
2.999994237000662700e-01 2.114625373281660448e+00
3.099994044900684642e-01 2.109049605179718068e+00
3.199993852800706584e-01 2.093127831847121367e+00
3.299993660700728526e-01 2.161577199900289958e+00
3.399993468600750468e-01 2.107042954847811345e+00
3.499993276500772410e-01 2.094567326501119098e+00
3.599993084400794352e-01 2.032676181365178802e+00
3.699992892300816294e-01 2.105421581262384656e+00
3.799992700200838236e-01 2.114281227252623907e+00
3.899992508100860178e-01 2.089688884259203849e+00
3.999992316000882120e-01 0.000000000000000000e+00
4.099992123900904062e-01 2.097624449219180232e+00
4.199991931800926004e-01 2.068598211578926094e+00
4.299991739700947946e-01 2.142851176707671890e+00
4.399991547600969888e-01 2.128498655901954084e+00
4.499991355500991830e-01 2.185563440153865500e+00
4.599991163401015992e-01 2.202219977128807127e+00
4.699990971301037934e-01 2.153969435477645522e+00
4.799990779201059876e-01 2.150414895495434298e+00
4.899990587101081818e-01 2.232535770129424169e+00
4.999990395001103760e-01 2.145569862233362102e+00
5.099990202901125702e-01 2.155299653743741217e+00
5.199990010801147644e-01 2.141648027114862352e+00
5.299989818701169586e-01 2.100224755437407165e+00
5.399989626601191528e-01 2.087342631500528789e+00
5.499989434501213470e-01 2.068416879665488484e+00
5.599989242401235412e-01 2.108436917569525892e+00
5.699989050301257354e-01 2.075935881643112157e+00
5.799988858201279296e-01 2.060206078751782854e+00
5.899988666101301238e-01 2.045139864366292581e+00
5.999988474001323180e-01 1.987223998873774766e+00
6.099988281901347342e-01 2.052741937031521857e+00
6.199988089801369284e-01 2.051837994135505383e+00
6.299987897701391226e-01 1.995518612299339578e+00
6.399987705601413168e-01 2.031710582654400632e+00
6.499987513501435110e-01 2.038893326864425593e+00
6.599987321401457052e-01 2.074958079663945298e+00
6.699987129301478994e-01 2.075135690855516302e+00
6.799986937201500936e-01 2.071056941757279724e+00
6.899986745101522878e-01 2.094957219839148177e+00
6.999986553001544820e-01 2.143080322275200622e+00
7.099986360901566762e-01 2.165511168917090945e+00
7.199986168801588704e-01 2.162340028971857731e+00
7.299985976701610646e-01 2.172094798233937585e+00
7.399985784601632588e-01 2.176039882322095664e+00
7.499985592501656750e-01 2.098680560443518583e+00
7.599985400401678692e-01 2.104392364641351154e+00
7.699985208301700634e-01 2.119061992469879918e+00
7.799985016201722576e-01 2.132373620767528788e+00
7.899984824101744518e-01 2.100296817536690064e+00
7.999984632001766460e-01 2.146121219880273046e+00
8.099984439901788402e-01 2.102296378484562300e+00
8.199984247801810344e-01 2.091017112152012025e+00
8.299984055701832286e-01 2.179133125574602925e+00
8.399983863601854228e-01 2.107760864679175228e+00
8.499983671501876170e-01 2.095565053571569525e+00
8.599983479401898112e-01 2.135531977493248856e+00
8.699983287301920054e-01 2.163593829761894405e+00
8.799983095201941996e-01 2.104896071958823001e+00
8.899982903101963938e-01 2.094691565796421351e+00
8.999982711001988100e-01 2.118511627848965073e+00
9.099982518902010042e-01 2.132190712749594930e+00
9.199982326802031984e-01 2.120142820750269053e+00
9.299982134702053926e-01 2.090865919488328117e+00
9.399981942602075868e-01 2.110637081737100296e+00
9.499981750502097810e-01 2.108688156696842508e+00
9.599981558402119752e-01 2.104702284772612231e+00
9.699981366302141694e-01 2.123411969145401645e+00
9.799981174202163636e-01 2.074665396373190696e+00
9.899980982102185578e-01 2.047540880037594491e+00
9.999980790002207520e-01 2.056673266245094389e+00
