# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.033103522655722580e-03
9.000000000000000000e+00 2.971596304939230510e-03
1.700000000000000000e+01 7.541903236878772648e-03
3.300000000000000000e+01 1.899415963614690256e-02
6.500000000000000000e+01 4.797227003978166843e-02
1.290000000000000000e+02 1.146405015211513223e-01
2.570000000000000000e+02 2.604854788919184205e-01
5.130000000000000000e+02 5.517153512797723369e-01
1.025000000000000000e+03 1.116824762204576604e+00
2.049000000000000000e+03 2.534107980650641689e+00
4.097000000000000000e+03 5.640994361790307998e+00
8.193000000000000000e+03 9.869833083062738766e+00
