# drho_hcp drho_bcc ei ef ti tf avalancheSize
1.541148848192841481e-04 -1.507074908221189835e-04 2.020000000000000129e-01 2.023000000000000076e-01 2.020000000000000000e+03 2.023000000000000000e+03 1.684955214252232061e-02
-9.319205686219717011e-03 7.518413493453925123e-04 2.036999999999999922e-01 2.051999999999999935e-01 2.037000000000000000e+03 2.052000000000000000e+03 2.478214322883975085e-01
2.692958697261466083e-03 4.693600957044880007e-04 2.064000000000000001e-01 2.081999999999999962e-01 2.064000000000000000e+03 2.082000000000000000e+03 1.454876563514130305e-01
5.106790314269582520e-04 2.577484391920216444e-04 2.220999999999999919e-01 2.225000000000000033e-01 2.221000000000000000e+03 2.225000000000000000e+03 2.265322140076438118e-02
4.221534219255307363e-04 -2.876152902683316859e-04 2.255000000000000060e-01 2.257000000000000117e-01 2.255000000000000000e+03 2.257000000000000000e+03 1.084596802112676103e-02
-2.813868330247354388e-03 -1.453494367706356302e-03 2.290000000000000091e-01 2.300999999999999990e-01 2.290000000000000000e+03 2.301000000000000000e+03 1.534409992024801661e-01
2.233778271342606869e-03 9.701383581802863754e-04 2.368000000000000105e-01 2.379999999999999893e-01 2.368000000000000000e+03 2.380000000000000000e+03 9.623509002855568095e-02
4.855381298156657977e-04 -1.245306054256777734e-04 2.406000000000000083e-01 2.409999999999999920e-01 2.406000000000000000e+03 2.410000000000000000e+03 2.124656617500685768e-02
-6.657018657032776066e-04 -2.082020695324642012e-04 2.431000000000000105e-01 2.434000000000000052e-01 2.431000000000000000e+03 2.434000000000000000e+03 1.613376446817754717e-02
-3.704694745996606198e-03 -8.420348979302737236e-04 2.447000000000000008e-01 2.457999999999999907e-01 2.447000000000000000e+03 2.458000000000000000e+03 1.105565622576419188e-01
-4.155450040649877330e-04 2.633350941897991473e-04 2.680000000000000160e-01 2.685000000000000164e-01 2.680000000000000000e+03 2.685000000000000000e+03 3.349995726244825445e-02
-7.843017750728459303e-03 7.145190984206208767e-04 2.716999999999999971e-01 2.731999999999999984e-01 2.717000000000000000e+03 2.732000000000000000e+03 2.372396185496336574e-01
-1.392945141565932188e-03 -1.820150814618903129e-03 2.767999999999999905e-01 2.780000000000000249e-01 2.768000000000000000e+03 2.780000000000000000e+03 1.197378184964576764e-01
-1.550442801252549518e-03 -5.915204081769808234e-04 2.793999999999999817e-01 2.801000000000000156e-01 2.794000000000000000e+03 2.801000000000000000e+03 5.297848052686567749e-02
-1.479939002432487105e-02 2.511909285806104147e-03 2.816000000000000170e-01 2.854999999999999760e-01 2.816000000000000000e+03 2.855000000000000000e+03 9.748385373777402885e-01
-3.191187888516577864e-03 -6.743114405422861654e-04 2.888000000000000012e-01 2.894999999999999796e-01 2.888000000000000000e+03 2.895000000000000000e+03 5.259315135069298625e-02
9.188412979881377396e-04 2.694905120602716225e-04 2.944999999999999840e-01 2.949999999999999845e-01 2.945000000000000000e+03 2.950000000000000000e+03 3.415194786972702151e-02
-1.160874666811484435e-02 -9.020105959881971266e-04 3.039999999999999925e-01 3.074000000000000066e-01 3.040000000000000000e+03 3.074000000000000000e+03 5.158553521392461594e-01
-3.095910020155245856e-04 -6.668136655006724062e-04 3.084999999999999964e-01 3.094000000000000083e-01 3.085000000000000000e+03 3.094000000000000000e+03 9.379451016734828561e-02
1.475754850480043290e-03 6.435649866284561330e-04 3.165000000000000036e-01 3.173000000000000265e-01 3.165000000000000000e+03 3.173000000000000000e+03 5.504419488054156789e-02
4.960241260783537776e-04 4.096312444862477975e-05 3.222999999999999754e-01 3.227999999999999758e-01 3.223000000000000000e+03 3.228000000000000000e+03 3.679063083436596299e-02
2.564077634329353650e-02 -2.200559393255138892e-03 3.311000000000000054e-01 3.376000000000000112e-01 3.311000000000000000e+03 3.376000000000000000e+03 1.030366616155557358e+00
8.622883661243696540e-04 1.099315133428254571e-04 3.654000000000000026e-01 3.659999999999999920e-01 3.654000000000000000e+03 3.660000000000000000e+03 3.768648452691444189e-02
3.113980834968221867e-03 9.137739206240350076e-04 3.845000000000000084e-01 3.866999999999999882e-01 3.845000000000000000e+03 3.867000000000000000e+03 2.391770753346428580e-01
7.176239914919751994e-03 -6.349396850911489046e-04 3.882999999999999785e-01 3.896000000000000019e-01 3.883000000000000000e+03 3.896000000000000000e+03 1.499102805282771789e-01
