# w mse
3.000000000000000000e+00 8.561265150347375369e-03
5.000000000000000000e+00 1.975836001343798595e-02
9.000000000000000000e+00 5.194852827270414475e-02
1.700000000000000000e+01 1.328439802079587340e-01
3.300000000000000000e+01 3.203589309597830725e-01
6.500000000000000000e+01 7.260492716395462454e-01
1.290000000000000000e+02 1.612984509515014597e+00
2.570000000000000000e+02 3.626369032730362374e+00
5.130000000000000000e+02 7.538314961763660449e+00
1.025000000000000000e+03 1.452002883273596900e+01
2.049000000000000000e+03 2.614717685884257747e+01
4.097000000000000000e+03 3.533470988729011708e+01
8.193000000000000000e+03 3.909123231618332994e+01
