# hist edge err
9.852738114661198779e+03 7.405684692262442192e-06 4.312426319123966891e+02
4.863761177289858097e+03 1.649648074098020639e-05 2.030094691914144391e+02
2.651332445763401211e+03 2.462092401494625450e-05 1.226890337830408697e+02
2.974685219535162105e+03 3.674661940736687922e-05 1.063745262765662432e+02
2.704186266960003195e+03 5.484416576121014950e-05 8.301927013856673909e+01
2.056054689895318006e+03 8.185467307069021234e-05 5.925451107657568173e+01
1.922225852060780198e+03 1.221677348996791812e-04 4.689750873124179265e+01
1.761700643357484296e+03 1.823348000868440328e-04 3.674997946635172497e+01
1.370937382605716039e+03 2.721338768375308921e-04 2.653648108566433095e+01
6.917546052172428972e+02 4.061585988376979588e-04 1.542957736399394619e+01
1.966943972064740933e+02 6.061898993497572431e-04 6.734687890011777256e+00
5.747418936558253222e+01 9.047357242349293423e-04 2.979897903294909778e+00
3.519620092014795087e+00 1.350314037869872197e-03 6.036098660196841381e-01
