# hist edge err
2.769462959321524977e+03 1.554137220803216878e-07 1.598950185074980027e+03
1.871469678217755018e+03 2.299863853961210979e-07 1.080493522499243227e+03
1.686198760280688703e+03 3.403414882518303995e-07 8.430993801403443513e+02
1.139451907342623372e+03 5.036486330526269555e-07 5.697259536713116859e+02
1.539973435789532687e+03 7.453159674382292120e-07 5.444628296469624047e+02
1.040639875915483117e+03 1.102943311791611312e-06 3.679217565164827306e+02
1.142723247712440298e+03 1.632172128563277042e-06 3.169344048686108977e+02
1.663194253870871762e+03 2.415342501085946627e-06 3.143141698381394349e+02
1.123906569910529697e+03 3.574304018221051658e-06 2.123983772039207736e+02
1.410466436954643086e+03 5.289373746757314342e-06 1.955965023369600715e+02
1.539663919884001871e+03 7.827390868337487704e-06 1.679911061347824557e+02
1.052816799973896877e+03 1.158323286254710313e-05 1.141940152087550047e+02
7.365526339530249516e+02 1.714125253291314034e-05 7.851677459619831723e+01
8.483979449395930033e+02 2.536619455757796866e-05 6.927140213092869203e+01
6.115268997974660579e+02 3.753773681925603648e-05 4.834544634553884634e+01
5.294642945560843827e+02 5.554958913183835140e-05 3.697939038462370576e+01
3.141539726913079562e+02 8.220412614574893113e-05 2.341565461131257209e+01
2.759771607942716969e+02 1.216483949025850094e-04 1.804119138712724180e+01
1.864920729734664917e+02 1.800193332891544525e-04 1.219136819515481029e+01
1.551044438464287509e+02 2.663985857258772982e-04 9.139617002998154049e+00
1.310151407867760440e+02 3.942254711206790363e-04 6.905104214230616044e+00
9.345226197390454104e+01 5.833879397552115724e-04 4.793999886930834897e+00
6.647425006747594978e+01 8.633168407011583599e-04 3.323712503373797311e+00
5.379181555773271128e+01 1.277564921467115415e-03 2.457810786918847690e+00
4.059959537275491215e+01 1.890582983690756698e-03 1.755273573177197566e+00
3.220436950995528491e+01 2.797747463288544848e-03 1.285094246422214814e+00
2.609380229612020230e+01 4.140199576459224762e-03 9.509110179030769716e-01
1.959995541267741004e+01 6.126804780573309565e-03 6.774735660605537557e-01
1.498534819202213697e+01 9.066649113412789118e-03 4.869583856034795932e-01
1.332361687169232134e+01 1.341712835479911582e-02 3.774532026350945757e-01
9.899468878949841510e+00 1.985511196444582696e-02 2.674555479612507058e-01
7.646634277558391091e+00 2.938225383971005897e-02 1.932299495260132727e-01
4.781169947983753055e+00 4.348083467104509048e-02 1.256029930001218431e-01
2.285477210201131371e+00 6.434438263328993990e-02 7.138631472555743984e-02
7.669340963087065699e-01 9.521895354084065899e-02 3.399375616078870177e-02
1.598553405911369019e-01 1.409081685511730242e-01 1.275784507378910707e-02
1.513691640861446371e-02 2.085205857248753625e-01 3.227201421731597415e-03
