# theta phi
6.248805031714427116e+01 3.856086696965235916e+01
-3.031917479523672299e+01 1.077536202641139056e+02
6.249201033072864675e+01 3.854975374140205702e+01
-1.175119496828557430e+02 1.414391330303476479e+02
1.496808252047632664e+02 7.224637973588609441e+01
-1.175079896692713533e+02 1.414502462585979572e+02
1.239519140612918591e+02 1.086260963512403492e+02
-1.468765155261302766e+02 4.322350910904429355e+01
1.239498836113368583e+02 1.086208822376037091e+02
1.291231404513657992e+02 1.167114943246245105e+02
-1.468701298578991157e+02 4.322223857071330855e+01
-5.604808593870813382e+01 7.137390364875965076e+01
3.312348447386973049e+01 1.367764908909556993e+02
-5.605011638866315593e+01 7.137911776239630512e+01
-5.087685954863420079e+01 6.328850567537551086e+01
3.312987014210087722e+01 1.367777614292866701e+02
1.312155554005476574e+02 1.079832251333118762e+02
5.242420044795467504e+01 1.275367730973062947e+02
1.312194884926325074e+02 1.079738956984324574e+02
1.169899930588976105e+02 1.190647648823183147e+02
-1.354925053417671847e+02 9.392946809091149873e+01
5.242635031534955203e+01 1.275397526868198810e+02
-4.878444459945234257e+01 7.201677486668812378e+01
-1.275757995520453392e+02 5.246322690269371236e+01
-4.878051150736747843e+01 7.202610430156754262e+01
-6.301000694110239664e+01 6.093523511768169953e+01
4.450749465823281525e+01 8.607053190908850127e+01
-1.275736496846504622e+02 5.246024731318011192e+01
1.309857493267259940e+02 1.100638147775155602e+02
4.696840578887348272e+01 1.272789005208013293e+02
1.309845834422978612e+02 1.100703273935381503e+02
-1.260111532615636349e+02 7.268061076638794304e+01
4.696797010461430233e+01 1.272890265993928978e+02
-4.901425067327402019e+01 6.993618522248443981e+01
-1.330315942111265315e+02 5.272109947919867068e+01
-4.901541655770216011e+01 6.992967260646184968e+01
5.398884673843637216e+01 1.073193892336120712e+02
-1.330320298953857048e+02 5.271097340060710223e+01
-2.375181494513330094e+01 1.000278605884742262e+02
1.562481850548666955e+02 7.997213941152575956e+01
-1.587180821968179778e+01 8.003019074861933291e+01
1.641281917803182182e+02 9.996980925138066709e+01
-1.137818778235295269e+01 9.249159009665318365e+01
1.686218122176470331e+02 8.750840990334684477e+01
5.121472984414194940e+01 5.018569513457539699e+01
5.120580643464558790e+01 5.018099533237931809e+01
-1.287852701558580577e+02 1.298143048654246172e+02
-1.287941935653544192e+02 1.298190046676206748e+02
-1.215113065277147939e+02 9.229573707403348237e+01
-1.215090136677800103e+02 9.230322585812700709e+01
-1.301463869524054928e+02 1.196953518559938345e+02
-1.215049793521910573e+02 9.229424526074933510e+01
5.848869347228519899e+01 8.770426292596654605e+01
5.849098633221998256e+01 8.769677414187299291e+01
4.985361304759449297e+01 6.030464814400617257e+01
5.849502064780894273e+01 8.770575473925066490e+01
