# rg size
6.746481916525788325e-01 2.000000000000000000e+00
7.871678656212497405e-01 2.000000000000000000e+00
7.088490342332757210e-01 2.000000000000000000e+00
7.232395126562641829e-01 2.000000000000000000e+00
7.578262336446376368e-01 2.000000000000000000e+00
8.445601322582113601e-01 2.000000000000000000e+00
7.577789022751647563e-01 2.000000000000000000e+00
7.157617882834210743e-01 2.000000000000000000e+00
8.444972967199105840e-01 2.000000000000000000e+00
7.497984337473656558e-01 2.000000000000000000e+00
7.880527925949436518e-01 2.000000000000000000e+00
7.296459599239705218e-01 2.000000000000000000e+00
7.895251637325819694e-01 2.000000000000000000e+00
8.562360869787677409e-01 3.000000000000000000e+00
7.783907699009534609e-01 2.000000000000000000e+00
7.651377622692242531e-01 2.000000000000000000e+00
6.552414155613311975e-01 2.000000000000000000e+00
7.614356439429373902e-01 2.000000000000000000e+00
7.804437639222119305e-01 2.000000000000000000e+00
6.884201169224326566e-01 2.000000000000000000e+00
7.576387366901012888e-01 2.000000000000000000e+00
7.610044234213804160e-01 2.000000000000000000e+00
7.436674249959489558e-01 2.000000000000000000e+00
8.294317639880304238e-01 3.000000000000000000e+00
7.870464381683803801e-01 2.000000000000000000e+00
7.749516332222434745e-01 2.000000000000000000e+00
6.834142555337768821e-01 2.000000000000000000e+00
9.026529039263864185e-01 4.000000000000000000e+00
9.026528778459103064e-01 4.000000000000000000e+00
1.292512414855241154e+00 5.000000000000000000e+00
6.734615548305222799e-01 2.000000000000000000e+00
7.807961215968285407e-01 2.000000000000000000e+00
9.947491801231361785e-01 3.000000000000000000e+00
7.433956967976018682e-01 2.000000000000000000e+00
8.962310761060809927e-01 3.000000000000000000e+00
1.432989237520069237e+00 9.000000000000000000e+00
1.110553167737037494e+00 3.000000000000000000e+00
6.835920211160569915e-01 2.000000000000000000e+00
1.304632437061762795e+00 4.000000000000000000e+00
7.102755960434299354e-01 2.000000000000000000e+00
7.402298000182809812e-01 2.000000000000000000e+00
7.313281077378949169e-01 2.000000000000000000e+00
1.335163964619076493e+00 4.000000000000000000e+00
1.470267813555123482e+00 5.000000000000000000e+00
7.235609117114254474e-01 2.000000000000000000e+00
1.139476857532657483e+00 3.000000000000000000e+00
1.050876097834744227e+00 3.000000000000000000e+00
7.038944448335049398e-01 2.000000000000000000e+00
7.223132386300201713e-01 2.000000000000000000e+00
9.612953208649386294e-01 4.000000000000000000e+00
7.560982470556748547e-01 2.000000000000000000e+00
7.016003122864006292e-01 2.000000000000000000e+00
1.141580641171206389e+00 3.000000000000000000e+00
1.140066810836629863e+00 3.000000000000000000e+00
6.835365222503144711e-01 2.000000000000000000e+00
7.621109078737658971e-01 2.000000000000000000e+00
8.315411005276858170e-01 3.000000000000000000e+00
1.113745672112145479e+00 3.000000000000000000e+00
9.923423054782145591e-01 4.000000000000000000e+00
9.625927404674029519e-01 3.000000000000000000e+00
7.769437580461930892e-01 2.000000000000000000e+00
1.335541637189987529e+00 4.000000000000000000e+00
1.196285072547770278e+00 5.000000000000000000e+00
1.802432862052405937e+00 1.200000000000000000e+01
7.333998329698423468e-01 2.000000000000000000e+00
1.470334097018171082e+00 5.000000000000000000e+00
1.201983016870419529e+00 3.000000000000000000e+00
1.331124692731817882e+00 5.000000000000000000e+00
7.172832872954348904e-01 2.000000000000000000e+00
8.746025824912936342e-01 4.000000000000000000e+00
1.159723925869390548e+00 5.000000000000000000e+00
9.604286375453169322e-01 4.000000000000000000e+00
1.202494536709233230e+00 3.000000000000000000e+00
7.871905636505704962e-01 2.000000000000000000e+00
7.603558848769106371e-01 2.000000000000000000e+00
7.381848525268792649e-01 2.000000000000000000e+00
7.124851911912326585e-01 2.000000000000000000e+00
1.909512830416540519e+00 1.200000000000000000e+01
1.016812545927569200e+00 3.000000000000000000e+00
8.084186596993473417e-01 2.000000000000000000e+00
7.177334181297193583e-01 2.000000000000000000e+00
7.439324022831060867e-01 2.000000000000000000e+00
7.341380304593231321e-01 2.000000000000000000e+00
8.746626232037423287e-01 4.000000000000000000e+00
8.766377701325218652e-01 3.000000000000000000e+00
1.069990335920935731e+00 3.000000000000000000e+00
1.515688501392566945e+00 5.000000000000000000e+00
1.093066698042894025e+00 3.000000000000000000e+00
8.322544868366066328e-01 3.000000000000000000e+00
7.358289228257167691e-01 2.000000000000000000e+00
7.456093892470487816e-01 2.000000000000000000e+00
1.331284946729180962e+00 5.000000000000000000e+00
9.368416263793005738e-01 4.000000000000000000e+00
1.576526395247641155e+00 1.200000000000000000e+01
1.159601352051861545e+00 5.000000000000000000e+00
1.078789009303147584e+00 3.000000000000000000e+00
8.050121326993914250e-01 3.000000000000000000e+00
1.823858803477707680e+00 8.000000000000000000e+00
1.214278306621139780e+00 5.000000000000000000e+00
9.369492462955414380e-01 4.000000000000000000e+00
1.996574033221876654e+00 8.000000000000000000e+00
1.679931032907656885e+00 6.000000000000000000e+00
8.874497944192965004e-01 3.000000000000000000e+00
7.135094435489058862e-01 2.000000000000000000e+00
8.051734124703209261e-01 3.000000000000000000e+00
1.051076262257848004e+00 3.000000000000000000e+00
6.779934027457364953e-01 2.000000000000000000e+00
8.166751939929084436e-01 2.000000000000000000e+00
1.263881312550624081e+00 8.000000000000000000e+00
7.082975067959802473e-01 2.000000000000000000e+00
1.214095283817117288e+00 5.000000000000000000e+00
8.545018967406508015e-01 3.000000000000000000e+00
7.507975824639435691e-01 2.000000000000000000e+00
1.487574907620947240e+00 4.000000000000000000e+00
9.368881908659656421e-01 4.000000000000000000e+00
6.420921719928397442e-01 2.000000000000000000e+00
1.824110056587247009e+00 8.000000000000000000e+00
1.326763782024579230e+00 4.000000000000000000e+00
1.083964412836847080e+00 3.000000000000000000e+00
7.926826108433275841e-01 2.000000000000000000e+00
8.235518966404681285e-01 3.000000000000000000e+00
7.219489570484782792e-01 2.000000000000000000e+00
7.683833571207697721e-01 2.000000000000000000e+00
8.670375773525009766e-01 3.000000000000000000e+00
7.787650265003080996e-01 2.000000000000000000e+00
7.244597353662992623e-01 2.000000000000000000e+00
1.679562938876862699e+00 6.000000000000000000e+00
1.545580262443447594e+00 8.000000000000000000e+00
7.081010351991597895e-01 2.000000000000000000e+00
1.171824435055343061e+00 3.000000000000000000e+00
6.526993996728949199e-01 2.000000000000000000e+00
1.996405761641459886e+00 8.000000000000000000e+00
7.008446865509492252e-01 2.000000000000000000e+00
1.018211133353304154e+00 4.000000000000000000e+00
2.076341976771938214e+00 8.000000000000000000e+00
7.173912156789588046e-01 2.000000000000000000e+00
1.630345887786088133e+00 4.000000000000000000e+00
2.376057772164094306e+00 7.000000000000000000e+00
2.152774159696481782e+00 1.700000000000000000e+01
7.116060513608396532e-01 2.000000000000000000e+00
1.984357745685773056e+00 6.000000000000000000e+00
7.852096437895484948e-01 2.000000000000000000e+00
1.383014820655441124e+00 6.000000000000000000e+00
6.625379029912434881e-01 2.000000000000000000e+00
2.197261104719794300e+00 8.000000000000000000e+00
1.225024707041192373e+00 7.000000000000000000e+00
7.359812574607483837e-01 2.000000000000000000e+00
