# w mse
3.000000000000000000e+00 3.809982993225336650e-02
5.000000000000000000e+00 7.778003672264340029e-02
9.000000000000000000e+00 2.048623462456164168e-01
1.700000000000000000e+01 4.741331139990108134e-01
3.300000000000000000e+01 1.025108281580636715e+00
6.500000000000000000e+01 2.128113666498151257e+00
1.290000000000000000e+02 4.224087598162710400e+00
2.570000000000000000e+02 7.975677718626678292e+00
5.130000000000000000e+02 1.431417923803114789e+01
1.025000000000000000e+03 2.344014548207508852e+01
2.049000000000000000e+03 3.113005670247414614e+01
4.097000000000000000e+03 4.018998312134493034e+01
8.193000000000000000e+03 3.932148749754276906e+01
