# theta phi
1.341514264467635087e+02 1.212266768735864275e+02
-4.584857355323649841e+01 5.877332312641358669e+01
-2.799466669846567779e+00 1.419956421516276350e+02
1.772005333301534336e+02 3.800435784837238629e+01
2.426845718005543517e+01 7.429162240947671592e+01
-1.557315428199445932e+02 1.057083775905232983e+02
9.398580869212149480e+01 1.849158549621109415e+01
-8.601419130787850520e+01 1.615084145037889130e+02
8.990303531279141680e+01 3.960280819126617757e+01
-9.009696468720859741e+01 1.403971918087338224e+02
6.464994985097480651e+01 7.327256031530433233e+01
-1.153500501490251793e+02 1.067274396846956677e+02
8.885225385589889413e+01 7.840510263325404594e+01
-9.114774614410110587e+01 1.015948973667459541e+02
9.099805139916041696e+01 4.846761795981920784e+01
-8.900194860083959725e+01 1.315323820401808064e+02
9.263784204126775990e+01 4.935361912374850135e+01
-8.736215795873226853e+01 1.306463808762515271e+02
-8.793261949263386157e+01 1.276857276574820759e+02
9.206738050736612422e+01 5.231427234251792413e+01
9.217803523947671351e+01 5.497872924711499820e+01
-8.782196476052330070e+01 1.250212707528849876e+02
9.563226678015590210e+01 4.558731818046221917e+01
-8.436773321984411211e+01 1.344126818195377950e+02
-9.182816052331929768e+01 3.957800389883477976e+01
8.817183947668071653e+01 1.404219961011652060e+02
9.394091061703319667e+01 5.564703565284401776e+01
-8.605908938296680333e+01 1.243529643471560036e+02
9.364508770910488522e+01 4.034859028664881464e+01
-8.635491229089511478e+01 1.396514097133511996e+02
9.273305696025846601e+01 3.638546064866933705e+01
-8.726694303974153399e+01 1.436145393513306772e+02
8.969064728606144854e+01 5.710833825955829468e+01
-9.030935271393856567e+01 1.228916617404416911e+02
9.167894735410219198e+01 5.422771993244608524e+01
-8.832105264589780802e+01 1.257722800675539077e+02
-9.150306720766633362e+01 1.184544450718865392e+02
8.849693279233369481e+01 6.154555492811346795e+01
9.176543605062472864e+01 5.991303452900649518e+01
-8.823456394937527136e+01 1.200869654709935048e+02
8.923784870023932569e+01 7.667407382661652093e+01
-9.076215129976067431e+01 1.033259261733835075e+02
-9.380488026473412333e+01 1.199775815033219288e+02
8.619511973526587667e+01 6.002241849667807827e+01
8.784350829621726575e+01 4.392271297872311919e+01
-9.215649170378273425e+01 1.360772870212769021e+02
8.650767587871861508e+01 5.754854890615991536e+01
-9.349232412128139913e+01 1.224514510938400775e+02
8.662371087589819751e+01 3.645236656599015390e+01
-9.337628912410180249e+01 1.435476334340098674e+02
