# hist edge_left edge_right err
0.000000000000000000e+00 1.000000000000000021e-03 1.487352107293511694e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.487352107293511694e-03 2.212216291070450216e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.212216291070450216e-03 3.290344562312667517e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.290344562312667517e-03 4.893900918477494220e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.893900918477494220e-03 7.278953843983153663e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.278953843983153663e-03 1.082636733874054596e-02 0.000000000000000000e+00
1.000000000000000000e+00 1.082636733874054596e-02 1.610262027560939099e-02 1.000000000000000000e+00
0.000000000000000000e+00 1.610262027560939099e-02 2.395026619987486102e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.395026619987486102e-02 3.562247890262443956e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.562247890262443956e-02 5.298316906283710020e-02 0.000000000000000000e+00
1.000000000000000000e+00 5.298316906283710020e-02 7.880462815669912746e-02 1.000000000000000000e+00
1.000000000000000000e+00 7.880462815669912746e-02 1.172102297533480497e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.172102297533480497e-01 1.743328822199989026e-01 1.000000000000000000e+00
2.000000000000000000e+00 1.743328822199989026e-01 2.592943797404667072e-01 2.000000000000000000e+00
2.000000000000000000e+00 2.592943797404667072e-01 3.856620421163472479e-01 2.000000000000000000e+00
0.000000000000000000e+00 3.856620421163472479e-01 5.736152510448681019e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.736152510448681019e-01 8.531678524172814360e-01 0.000000000000000000e+00
0.000000000000000000e+00 8.531678524172814360e-01 1.268961003167923485e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.268961003167923485e+00 1.887391822135097597e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.887391822135097597e+00 2.807216203941178545e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.807216203941178545e+00 4.175318936560405092e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.175318936560405092e+00 6.210169418915616468e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.210169418915616468e+00 9.236708571873865736e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.236708571873865736e+00 1.373823795883263799e+01 0.000000000000000000e+00
1.000000000000000000e+00 1.373823795883263799e+01 2.043359717856943902e+01 1.000000000000000000e+00
0.000000000000000000e+00 2.043359717856943902e+01 3.039195382313200966e+01 0.000000000000000000e+00
0.000000000000000000e+00 3.039195382313200966e+01 4.520353656360249772e+01 0.000000000000000000e+00
0.000000000000000000e+00 4.520353656360249772e+01 6.723357536499334230e+01 0.000000000000000000e+00
0.000000000000000000e+00 6.723357536499334230e+01 1.000000000000000000e+02 0.000000000000000000e+00
