# w mse
3.000000000000000000e+00 1.327939314855902837e-03
5.000000000000000000e+00 5.281579133331770759e-03
9.000000000000000000e+00 2.085518641993712105e-02
1.700000000000000000e+01 8.099947234797573448e-02
3.300000000000000000e+01 3.076647661948932466e-01
6.500000000000000000e+01 1.113861384993589443e+00
1.290000000000000000e+02 3.693458135791068297e+00
2.570000000000000000e+02 1.168942336888071054e+01
5.130000000000000000e+02 3.167626107727672391e+01
1.025000000000000000e+03 5.353946659407738196e+01
2.049000000000000000e+03 6.303313318883513716e+01
