# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
1.000002172779312914e-02 0.000000000000000000e+00
2.000004345558625829e-02 0.000000000000000000e+00
3.000006518337938743e-02 0.000000000000000000e+00
4.000008691117251658e-02 0.000000000000000000e+00
5.000010863896564572e-02 0.000000000000000000e+00
6.000013036675877487e-02 0.000000000000000000e+00
7.000015209455190401e-02 0.000000000000000000e+00
8.000017382234525520e-02 0.000000000000000000e+00
9.000019555013838435e-02 0.000000000000000000e+00
1.000002172779315135e-01 2.176217246841506192e+00
1.100002390057246426e-01 2.132020385802064322e+00
1.200002607335177718e-01 2.419045177738338825e+00
1.300002824613109009e-01 2.367341287685832629e+00
1.400003041891040301e-01 2.487277756344226987e+00
1.500003259168971592e-01 2.450118859600315169e+00
1.600003476446902884e-01 2.246804311338156168e+00
1.700003693724834175e-01 2.266552317760405444e+00
1.800003911002765467e-01 2.300296021267988600e+00
1.900004128280696758e-01 2.413391944554678759e+00
2.000004345558628049e-01 2.306597552473031776e+00
2.100004562836559341e-01 2.296524556177672149e+00
2.200004780114490632e-01 2.331074143830487611e+00
2.300004997392421924e-01 2.265256525533275944e+00
2.400005214670355436e-01 1.600782724561236847e+01
2.500005431948286727e-01 1.659132833075407376e+01
2.600005649226218019e-01 0.000000000000000000e+00
2.700005866504149310e-01 0.000000000000000000e+00
2.800006083782080601e-01 0.000000000000000000e+00
2.900006301060011893e-01 0.000000000000000000e+00
3.000006518337943184e-01 0.000000000000000000e+00
3.100006735615874476e-01 0.000000000000000000e+00
3.200006952893805767e-01 0.000000000000000000e+00
3.300007170171737059e-01 0.000000000000000000e+00
3.400007387449668350e-01 0.000000000000000000e+00
3.500007604727599642e-01 2.320714462765607777e+00
3.600007822005530933e-01 0.000000000000000000e+00
3.700008039283462224e-01 0.000000000000000000e+00
3.800008256561393516e-01 0.000000000000000000e+00
3.900008473839327028e-01 0.000000000000000000e+00
4.000008691117258319e-01 2.569550381572685893e+00
4.100008908395189611e-01 0.000000000000000000e+00
4.200009125673120902e-01 0.000000000000000000e+00
4.300009342951052194e-01 0.000000000000000000e+00
4.400009560228983485e-01 0.000000000000000000e+00
4.500009777506914777e-01 0.000000000000000000e+00
4.600009994784846068e-01 0.000000000000000000e+00
4.700010212062777359e-01 0.000000000000000000e+00
4.800010429340708651e-01 0.000000000000000000e+00
4.900010646618639942e-01 0.000000000000000000e+00
5.000010863896571234e-01 0.000000000000000000e+00
5.100011081174502525e-01 0.000000000000000000e+00
5.200011298452433817e-01 0.000000000000000000e+00
5.300011515730365108e-01 0.000000000000000000e+00
5.400011733008296400e-01 0.000000000000000000e+00
5.500011950286229911e-01 0.000000000000000000e+00
5.600012167564161203e-01 0.000000000000000000e+00
5.700012384842092494e-01 0.000000000000000000e+00
5.800012602120023786e-01 2.306904704547439788e+00
5.900012819397955077e-01 2.359590833527934972e+00
6.000013036675886369e-01 2.382435595521936733e+00
6.100013253953817660e-01 2.353844447126078876e+00
6.200013471231748952e-01 2.326877807729414105e+00
6.300013688509680243e-01 0.000000000000000000e+00
6.400013905787611534e-01 0.000000000000000000e+00
6.500014123065542826e-01 2.293258175465286097e+00
6.600014340343474117e-01 2.291223815182307444e+00
6.700014557621405409e-01 2.302701832745082999e+00
6.800014774899336700e-01 0.000000000000000000e+00
6.900014992177267992e-01 0.000000000000000000e+00
7.000015209455201504e-01 0.000000000000000000e+00
7.100015426733132795e-01 0.000000000000000000e+00
7.200015644011064087e-01 0.000000000000000000e+00
7.300015861288995378e-01 2.346230745760491843e+00
7.400016078566926669e-01 2.287156540878359845e+00
7.500016295844857961e-01 2.303832542643947434e+00
7.600016513122789252e-01 2.466843699949643920e+00
7.700016730400720544e-01 2.278963502457057810e+00
7.800016947678651835e-01 2.438278529891544810e+00
7.900017164956583127e-01 2.415555191931175738e+00
8.000017382234514418e-01 2.306300055605337018e+00
8.100017599512445710e-01 2.288691521107521609e+00
8.200017816790377001e-01 0.000000000000000000e+00
8.300018034068308292e-01 2.295536184311537831e+00
8.400018251346239584e-01 2.263375013771691258e+00
8.500018468624173096e-01 2.307090062153930532e+00
8.600018685902104387e-01 2.271695973349060260e+00
8.700018903180035679e-01 0.000000000000000000e+00
8.800019120457966970e-01 0.000000000000000000e+00
8.900019337735898262e-01 2.307285046685902952e+00
9.000019555013829553e-01 0.000000000000000000e+00
9.100019772291760844e-01 2.330437639092228341e+00
9.200019989569692136e-01 2.407248887973475693e+00
9.300020206847623427e-01 2.295322396115915708e+00
9.400020424125554719e-01 2.240721873532162345e+00
9.500020641403486010e-01 2.257288339581997150e+00
9.600020858681417302e-01 2.251743250139083496e+00
9.700021075959348593e-01 2.256305765100160787e+00
9.800021293237279885e-01 2.316828029854586468e+00
9.900021510515211176e-01 2.269374749228776356e+00
1.000002172779314247e+00 2.264333308327855399e+00
