# drho_hcp drho_bcc ei ef ti tf avalancheSize
2.616275129651568498e-04 -1.987298860174025947e-04 2.033999999999999975e-01 2.036999999999999922e-01 2.034000000000000000e+03 2.037000000000000000e+03 4.959721483743694675e-02
6.854322002052271046e-04 -1.711234590560696545e-04 2.200999999999999901e-01 2.205000000000000016e-01 2.201000000000000000e+03 2.205000000000000000e+03 6.994428827981585828e-02
6.773808370729661466e-03 1.610659991492087396e-03 2.280999999999999972e-01 2.308000000000000052e-01 2.281000000000000000e+03 2.308000000000000000e+03 2.841962111508041566e+00
-3.324620298676972396e-04 -1.549320288076199044e-04 2.316999999999999893e-01 2.318999999999999950e-01 2.317000000000000000e+03 2.319000000000000000e+03 2.893749436005715880e-02
1.048775346144273368e-02 5.736555288431161720e-04 2.330000000000000127e-01 2.336999999999999911e-01 2.330000000000000000e+03 2.337000000000000000e+03 1.701589341393285604e-01
1.506016613426217066e-02 2.937522479871008951e-04 2.681000000000000050e-01 2.691000000000000059e-01 2.681000000000000000e+03 2.691000000000000000e+03 2.527299992358431058e-01
1.514425166875593698e-02 -1.867984433339076478e-03 2.927000000000000157e-01 2.962000000000000188e-01 2.927000000000000000e+03 2.962000000000000000e+03 1.785932268045439253e+00
1.472787625266541722e-02 1.249453740774137973e-03 3.008000000000000118e-01 3.043000000000000149e-01 3.008000000000000000e+03 3.043000000000000000e+03 1.983942080517578921e+00
8.042204742923303451e-03 -2.240904446825678180e-04 3.047000000000000264e-01 3.059000000000000052e-01 3.047000000000000000e+03 3.059000000000000000e+03 8.183156642331964603e-01
-3.479491581312388337e-03 1.167176802117177170e-03 3.066999999999999726e-01 3.074999999999999956e-01 3.067000000000000000e+03 3.075000000000000000e+03 2.501627532760289929e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.190999999999999948e-01 3.191999999999999837e-01 3.191000000000000000e+03 3.192000000000000000e+03 1.492529319552540236e-02
-2.143410409107454617e-03 -1.659324164400045876e-04 3.231999999999999873e-01 3.235999999999999988e-01 3.232000000000000000e+03 3.236000000000000000e+03 7.779878806670303959e-02
-1.012546926816376702e-03 1.604404602336545471e-05 3.250000000000000111e-01 3.254000000000000226e-01 3.250000000000000000e+03 3.254000000000000000e+03 6.570737959175146359e-02
8.731653731960942189e-05 1.702336214057853948e-03 3.289000000000000257e-01 3.296000000000000041e-01 3.289000000000000000e+03 3.296000000000000000e+03 1.744051420929728369e-01
9.129350971835065165e-03 1.054713893294664025e-03 3.311999999999999944e-01 3.321000000000000063e-01 3.312000000000000000e+03 3.321000000000000000e+03 2.498691184107438290e-01
3.856993714777795512e-03 -1.387778575696126289e-03 3.326999999999999957e-01 3.338999999999999746e-01 3.327000000000000000e+03 3.339000000000000000e+03 4.717108769065488372e-01
-7.242639673514822407e-03 3.326855630423741078e-05 3.342999999999999861e-01 3.350000000000000200e-01 3.343000000000000000e+03 3.350000000000000000e+03 1.654209888899085268e-01
-4.513952306697441297e-02 -2.461780284196499885e-03 3.392000000000000015e-01 3.408999999999999808e-01 3.392000000000000000e+03 3.409000000000000000e+03 1.275946149190671397e+00
1.923826074230305938e-03 -1.068689976564066862e-05 3.418999999999999817e-01 3.423999999999999821e-01 3.419000000000000000e+03 3.424000000000000000e+03 1.232716578568063825e-01
-6.217976065524322138e-03 -2.914731038491553961e-04 3.479999999999999760e-01 3.486000000000000210e-01 3.480000000000000000e+03 3.486000000000000000e+03 1.101050806140159155e-01
-5.093000084804844008e-06 -8.324556031639659959e-05 3.511000000000000232e-01 3.518999999999999906e-01 3.511000000000000000e+03 3.519000000000000000e+03 2.120510076233580177e-01
2.384336795775987561e-03 -5.827567344062001622e-04 3.564999999999999836e-01 3.573999999999999955e-01 3.565000000000000000e+03 3.574000000000000000e+03 3.035923100664800200e-01
-2.914713366552579288e-03 1.456468760065283974e-03 3.583999999999999964e-01 3.594999999999999862e-01 3.584000000000000000e+03 3.595000000000000000e+03 4.976823462720444957e-01
1.711522503172135945e-03 -7.264162241849665084e-04 3.618000000000000105e-01 3.622000000000000219e-01 3.618000000000000000e+03 3.622000000000000000e+03 6.987620245167949773e-02
