# w mse
3.000000000000000000e+00 5.692417687811697534e-04
5.000000000000000000e+00 1.487212553829594507e-03
9.000000000000000000e+00 2.908120616623243934e-03
1.700000000000000000e+01 4.461728849955648273e-03
3.300000000000000000e+01 8.554258168013804606e-03
6.500000000000000000e+01 2.128130796271076111e-02
1.290000000000000000e+02 6.142693042460969227e-02
2.570000000000000000e+02 2.055923806699596068e-01
5.130000000000000000e+02 6.773028273311038072e-01
1.025000000000000000e+03 1.902435299971463767e+00
2.049000000000000000e+03 3.961194060059233912e+00
4.097000000000000000e+03 6.658135717312497093e+00
8.193000000000000000e+03 9.827130377917098869e+00
