# w mse
3.000000000000000000e+00 5.502596038831326182e-04
5.000000000000000000e+00 1.412217470198793429e-03
9.000000000000000000e+00 2.735993766305943112e-03
1.700000000000000000e+01 4.367924112373832053e-03
3.300000000000000000e+01 8.851551209137867651e-03
6.500000000000000000e+01 2.301587779285185764e-02
1.290000000000000000e+02 6.992328635215983024e-02
2.570000000000000000e+02 2.355705781658543885e-01
5.130000000000000000e+02 7.247436919110467057e-01
1.025000000000000000e+03 1.866940618420974918e+00
2.049000000000000000e+03 3.908777866936625767e+00
4.097000000000000000e+03 6.562321652493038115e+00
8.193000000000000000e+03 9.795663225509729344e+00
