# hist edge_left edge_right err
0.000000000000000000e+00 1.000000000000000021e-03 1.477377652598511242e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.477377652598511242e-03 2.182644728397487369e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.182644728397487369e-03 3.224590545296394679e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.224590545296394679e-03 4.763938010401340926e-03 0.000000000000000000e+00
0.000000000000000000e+00 4.763938010401340926e-03 7.038135554931554752e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.038135554931554752e-03 1.039798418481490024e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.039798418481490024e-02 1.536174946671828127e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.536174946671828127e-02 2.269510536694668498e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.269510536694668498e-02 3.352924149249556646e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.352924149249556646e-02 4.953535208959169989e-02 0.000000000000000000e+00
0.000000000000000000e+00 4.953535208959169989e-02 7.318242219076173671e-02 0.000000000000000000e+00
0.000000000000000000e+00 7.318242219076173671e-02 1.081180751076607771e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.081180751076607771e-01 1.597312280060254053e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.597312280060254053e-01 2.359833466782193800e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.359833466782193800e-01 3.486365227678084322e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.486365227678084322e-01 5.150678076168121455e-01 0.000000000000000000e+00
0.000000000000000000e+00 5.150678076168121455e-01 7.609496685459875565e-01 0.000000000000000000e+00
0.000000000000000000e+00 7.609496685459875565e-01 1.124210035062086277e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.124210035062086277e+00 1.660882782627714827e+00 0.000000000000000000e+00
1.016000000000000000e+03 1.660882782627714827e+00 2.453751106639816992e+00 1.016000000000000000e+03
4.950000000000000000e+02 2.453751106639816992e+00 3.625117049988531459e+00 4.950000000000000000e+02
5.530000000000000000e+02 3.625117049988531459e+00 5.355666917706896513e+00 5.530000000000000000e+02
3.030000000000000000e+02 5.355666917706896513e+00 7.912342618981318410e+00 3.030000000000000000e+02
3.380000000000000000e+02 7.912342618981318410e+00 1.168951816498577578e+01 3.380000000000000000e+02
2.490000000000000000e+02 1.168951816498577578e+01 1.726983290659432413e+01 2.490000000000000000e+02
