# w mse
3.000000000000000000e+00 3.603664432748546328e-04
5.000000000000000000e+00 1.388383448241279142e-03
9.000000000000000000e+00 5.131653859749597812e-03
1.700000000000000000e+01 1.792560036148139677e-02
3.300000000000000000e+01 6.209236336184334459e-02
6.500000000000000000e+01 2.221021063826491559e-01
1.290000000000000000e+02 7.964106335126779346e-01
2.570000000000000000e+02 2.784723211409869226e+00
5.130000000000000000e+02 8.603319895332196765e+00
1.025000000000000000e+03 1.823344990658366527e+01
2.049000000000000000e+03 2.606582653322569243e+01
