# drho_hcp drho_bcc avalancheSize
1.065608080281332803e-03 -1.087001706991177485e-01 5.779319369687064167e+00
-8.488976922684798865e-04 -2.033224875738426363e-03 2.088075104328839804e-01
2.003333256581640853e-04 -1.000708533807070921e-03 9.719915150584985952e-02
5.289635073157938905e-04 7.345604299944241689e-04 1.706056837720423547e-01
-6.161515096216874099e-04 -1.132029492857178354e-03 4.016472016431147929e-01
6.753760858000390499e-04 -3.557590065446092353e-04 8.577513650663212696e-02
3.005302780927365802e-04 4.252402949180833502e-04 2.875895922307600966e-02
1.838694842142274410e-04 -1.990345948810201548e-04 4.096212062858355096e-02
3.693026457920467465e-04 3.102042112228531323e-04 7.594507248811616096e-02
9.530928608469935170e-05 6.048582088258314116e-04 6.658348217928611312e-02
-2.739784574075088130e-04 1.471733641498218503e-04 2.787526421797037468e-02
4.973016831435472795e-04 -2.413333683151108744e-04 7.318986402976704331e-02
-1.208263396925701727e-04 -1.216827668457653999e-04 1.046663623713970370e-01
4.671157689095650767e-05 -9.647713818417003040e-05 7.945677783183570375e-02
-2.724123552546586779e-04 -2.492443212158690358e-04 5.226663852339775984e-02
5.029844059372123866e-04 -5.829439887428122802e-05 1.002995506389526836e-01
-7.115750975117407506e-05 -1.369746933743698492e-04 1.365473894082145853e-02
6.076212498662414419e-04 -3.221474369823340567e-04 1.190256645845261529e-01
-3.366418722556829835e-04 3.770129410085587551e-05 1.227594835647178306e-01
-1.238116749568973773e-04 1.717742650306774976e-04 2.322187999207818779e-02
