# w mse
3.000000000000000000e+00 4.785663615040203884e-04
5.000000000000000000e+00 1.247198228895838408e-03
9.000000000000000000e+00 2.613124850062523499e-03
1.700000000000000000e+01 5.119804913980853175e-03
3.300000000000000000e+01 1.337377137249936600e-02
6.500000000000000000e+01 4.231983933882835225e-02
1.290000000000000000e+02 1.397708344346147713e-01
2.570000000000000000e+02 4.730361406519778544e-01
5.130000000000000000e+02 1.487832751792425690e+00
1.025000000000000000e+03 3.883671191133355016e+00
2.049000000000000000e+03 5.627878008709182645e+00
4.097000000000000000e+03 5.879204398539509491e+00
8.193000000000000000e+03 1.102928028287587559e+01
