# rg size
7.578588911093856462e-01 2.000000000000000000e+00
8.227884565610331657e-01 2.000000000000000000e+00
1.050942946472767758e+00 3.000000000000000000e+00
1.073022541236105853e+00 3.000000000000000000e+00
6.733100607199652421e-01 2.000000000000000000e+00
8.227886899138905363e-01 2.000000000000000000e+00
1.050960916036955961e+00 3.000000000000000000e+00
6.768827019138854428e-01 2.000000000000000000e+00
6.788406069667645149e-01 2.000000000000000000e+00
7.428477013046265176e-01 2.000000000000000000e+00
1.488639582525839833e+00 4.000000000000000000e+00
6.880528655807152116e-01 2.000000000000000000e+00
9.251669687947314813e-01 3.000000000000000000e+00
8.106220361551641496e-01 2.000000000000000000e+00
1.114925916090631075e+00 3.000000000000000000e+00
9.630499584372940181e-01 4.000000000000000000e+00
1.080469878247581894e+00 3.000000000000000000e+00
7.665127480892935941e-01 2.000000000000000000e+00
1.077497761173666913e+00 3.000000000000000000e+00
1.124356342354615679e+00 3.000000000000000000e+00
7.499776918906077006e-01 2.000000000000000000e+00
8.081950477408716971e-01 3.000000000000000000e+00
1.192489351601242697e+00 5.000000000000000000e+00
1.812736415647118404e+00 6.000000000000000000e+00
7.558438174208714777e-01 2.000000000000000000e+00
1.155262618884840276e+00 3.000000000000000000e+00
7.544368623903203730e-01 2.000000000000000000e+00
6.978998640564595402e-01 2.000000000000000000e+00
8.429005061097609719e-01 2.000000000000000000e+00
1.090592667280494199e+00 3.000000000000000000e+00
1.617786550976112014e+00 6.000000000000000000e+00
1.185934021234724911e+00 7.000000000000000000e+00
1.219630426308033089e+00 6.000000000000000000e+00
7.240311900513063392e-01 2.000000000000000000e+00
1.196967301538472528e+00 6.000000000000000000e+00
1.253757264546819794e+00 6.000000000000000000e+00
1.812808554466968314e+00 6.000000000000000000e+00
7.224726306238854479e-01 2.000000000000000000e+00
8.417047204601243449e-01 3.000000000000000000e+00
1.155844665714008901e+00 3.000000000000000000e+00
7.544360021461102850e-01 2.000000000000000000e+00
7.292460359851583585e-01 2.000000000000000000e+00
7.507547220412269517e-01 2.000000000000000000e+00
7.945911423497131754e-01 2.000000000000000000e+00
7.700319301827384111e-01 2.000000000000000000e+00
1.536207933245745005e+00 6.000000000000000000e+00
7.911232410317311503e-01 2.000000000000000000e+00
7.368002252194996160e-01 2.000000000000000000e+00
9.275384224746899831e-01 4.000000000000000000e+00
1.171069631007637613e+00 5.000000000000000000e+00
7.558441323007365487e-01 2.000000000000000000e+00
1.134679354903803006e+00 3.000000000000000000e+00
7.649669018985181257e-01 2.000000000000000000e+00
1.081790689574724240e+00 3.000000000000000000e+00
1.025508123549964568e+00 3.000000000000000000e+00
1.103888379388259455e+00 3.000000000000000000e+00
1.080149464355859790e+00 3.000000000000000000e+00
1.379031624480533624e+00 5.000000000000000000e+00
6.823121093019898220e-01 2.000000000000000000e+00
6.869977282835493249e-01 2.000000000000000000e+00
7.058209495572905778e-01 2.000000000000000000e+00
6.739436704949245405e-01 2.000000000000000000e+00
1.526729400083292054e+00 9.000000000000000000e+00
1.073877326265495036e+00 3.000000000000000000e+00
8.264601441177098495e-01 3.000000000000000000e+00
1.338432048664050411e+00 6.000000000000000000e+00
1.184998590062508628e+00 6.000000000000000000e+00
8.563361174647134977e-01 3.000000000000000000e+00
6.883976258919073388e-01 2.000000000000000000e+00
9.206535329540724844e-01 3.000000000000000000e+00
1.025193313442088083e+00 3.000000000000000000e+00
1.422330200208938189e+00 6.000000000000000000e+00
6.746108213877085591e-01 2.000000000000000000e+00
1.081901677260732386e+00 3.000000000000000000e+00
3.296202770261596804e+00 1.900000000000000000e+01
7.645308754393206341e-01 2.000000000000000000e+00
1.441929689346775456e+00 8.000000000000000000e+00
1.133046935447407755e+00 6.000000000000000000e+00
1.401769775066034285e+00 6.000000000000000000e+00
7.029622588260436844e-01 2.000000000000000000e+00
7.931378076983836012e-01 3.000000000000000000e+00
7.155883134410199187e-01 2.000000000000000000e+00
7.991348847354546869e-01 2.000000000000000000e+00
2.143095418142491049e+00 9.000000000000000000e+00
1.785968447877229082e+00 8.000000000000000000e+00
2.143057313931903352e+00 9.000000000000000000e+00
1.248141739587578014e+00 7.000000000000000000e+00
1.103540213118191504e+00 3.000000000000000000e+00
1.595732289530188419e+00 1.100000000000000000e+01
1.595630040884830070e+00 1.100000000000000000e+01
7.611940929664265942e-01 2.000000000000000000e+00
1.291859791767947518e+00 5.000000000000000000e+00
7.352031412927109155e-01 2.000000000000000000e+00
7.301483067389424875e-01 2.000000000000000000e+00
1.456210349402048410e+00 6.000000000000000000e+00
1.623121487855406997e+00 9.000000000000000000e+00
