# theta phi
-1.129317051519830386e+02 1.004071043953337465e+02
4.378840257654592705e+01 1.560339888449928765e+02
6.706829484801696140e+01 7.959289560466628188e+01
-1.362115974234540658e+02 2.396601115500713419e+01
-1.296711621306795337e+02 9.079774422407378154e+01
5.032883786932045922e+01 8.920225577592623267e+01
3.893728043084040280e+01 6.934290440564817004e+01
9.200445871761709782e+01 1.251287511860709429e+02
2.240044373979290526e+01 9.043646177342023407e+01
-1.410627195691596114e+02 1.106570955943518300e+02
-8.799554128238290218e+01 5.487124881392905706e+01
-1.575995562602070947e+02 8.956353822657976593e+01
4.093311679930096147e+01 8.910937905483136490e+01
-1.390668832006990385e+02 9.089062094516863510e+01
5.526630492920616433e+01 9.061451073925259436e+01
-1.247336950707938428e+02 8.938548926074743406e+01
3.657365978943794715e+01 1.218559898976165101e+02
6.987199333132134704e+00 5.666517012715487311e+01
-1.434263402105620457e+02 5.814401010238348988e+01
-1.730128006668678893e+02 1.233348298728451482e+02
-3.655100402089369283e+01 5.194231312025421232e+01
1.434489959791063143e+02 1.280576868797457735e+02
-3.449272129176882373e+01 8.476349552240355933e+01
1.455072787082311834e+02 9.523650447759644067e+01
-2.910724095101161524e+01 7.932150175482311738e+01
1.508927590489884096e+02 1.006784982451768968e+02
3.568099722555120312e+00 9.087051399481883607e+01
-1.764319002774448961e+02 8.912948600518117814e+01
5.126775444064921317e+01 9.042642060128174819e+01
-1.287322455593507868e+02 8.957357939871825181e+01
-8.278096572441388901e+01 7.740659886021325065e+01
9.721903427558611099e+01 1.025934011397867494e+02
-6.309888699451054350e+01 7.889566684790014506e+01
1.169011130054894636e+02 1.011043331520998692e+02
