# drho_hcp drho_bcc ei ef ti tf avalancheSize
-4.598053244109223670e-03 1.332835847216529146e-02 2.027750000000000108e-01 2.036499999999999977e-01 8.111000000000000000e+03 8.146000000000000000e+03 8.652383259764057089e-02
-5.815987453445359279e-03 8.327800056349587976e-03 2.057249999999999912e-01 2.075249999999999873e-01 8.229000000000000000e+03 8.301000000000000000e+03 1.824743602381585506e-01
-7.360310165665850946e-03 1.420425139565395511e-02 2.098250000000000115e-01 2.111000000000000099e-01 8.393000000000000000e+03 8.444000000000000000e+03 1.689750930980523369e-01
-1.555285339716760973e-02 5.399226759664088604e-03 2.162000000000000033e-01 2.168249999999999900e-01 8.648000000000000000e+03 8.673000000000000000e+03 4.825497058615157292e-02
4.494622883044030459e-03 8.619678193610980088e-03 2.175999999999999879e-01 2.192749999999999977e-01 8.704000000000000000e+03 8.771000000000000000e+03 3.371100647887927959e-01
-2.002104093892853598e-02 -1.083188786788014113e-02 2.203499999999999903e-01 2.294499999999999873e-01 8.814000000000000000e+03 9.178000000000000000e+03 3.804149940017149234e+00
3.553851853831702101e-02 -1.786675450824759537e-02 2.302250000000000130e-01 2.336749999999999938e-01 9.209000000000000000e+03 9.347000000000000000e+03 6.323587555479426303e-01
2.002406729548056319e-02 -1.240565307023189234e-02 2.361499999999999988e-01 2.370500000000000107e-01 9.446000000000000000e+03 9.482000000000000000e+03 7.123663322629027184e-02
5.013509478273903142e-02 -7.420837994175144559e-03 2.384999999999999898e-01 2.408500000000000085e-01 9.540000000000000000e+03 9.634000000000000000e+03 5.641134854213670780e-01
9.627781987958883292e-03 2.197077952246218047e-03 2.420249999999999901e-01 2.431500000000000050e-01 9.681000000000000000e+03 9.726000000000000000e+03 1.376683054872662182e-01
-6.978485583947424686e-03 2.476213654404091358e-03 2.581749999999999878e-01 2.604250000000000176e-01 1.032700000000000000e+04 1.041700000000000000e+04 5.323466444308757595e-01
2.236960333365800579e-02 9.280738261736587447e-04 2.651499999999999968e-01 2.666250000000000009e-01 1.060600000000000000e+04 1.066500000000000000e+04 3.674744886584652148e-01
-1.587758891119506188e-03 1.442913708160631359e-04 2.816250000000000142e-01 2.822000000000000064e-01 1.126500000000000000e+04 1.128800000000000000e+04 3.998513066659565435e-02
-3.671155315164753574e-02 -8.945637342719692242e-03 2.923250000000000015e-01 2.953500000000000014e-01 1.169300000000000000e+04 1.181400000000000000e+04 9.226768667945658420e-01
7.917471963594380213e-04 4.203506193221073772e-04 3.199750000000000094e-01 3.203250000000000264e-01 1.279900000000000000e+04 1.281300000000000000e+04 1.866536029958313497e-02
-2.203923253253492476e-02 4.141769184116128599e-04 3.238249999999999740e-01 3.267499999999999849e-01 1.295300000000000000e+04 1.307000000000000000e+04 4.889029998807948862e-01
-2.125219157755964261e-02 -6.330010392616713943e-04 3.278499999999999748e-01 3.292999999999999816e-01 1.311400000000000000e+04 1.317200000000000000e+04 2.039173100983763531e-01
-2.160557410832097958e-03 3.657569949950811861e-03 3.362249999999999961e-01 3.372499999999999942e-01 1.344900000000000000e+04 1.349000000000000000e+04 1.216710509766087550e-01
5.499425232471821801e-03 1.163012518020423158e-03 3.441000000000000170e-01 3.449999999999999734e-01 1.376400000000000000e+04 1.380000000000000000e+04 6.130583652734730021e-02
2.801426685226715563e-02 -1.869566669085998001e-03 3.462250000000000050e-01 3.480500000000000260e-01 1.384900000000000000e+04 1.392200000000000000e+04 6.475119713261565657e-01
-6.886522893921664945e-03 -5.975724221229938848e-05 3.750749999999999917e-01 3.767249999999999766e-01 1.500300000000000000e+04 1.506900000000000000e+04 2.412724805388051508e-01
