# w mse
3.000000000000000000e+00 1.049045755851533805e-02
5.000000000000000000e+00 8.473747014822820278e-03
9.000000000000000000e+00 9.281123091681234283e-03
1.700000000000000000e+01 1.475805283895045318e-02
3.300000000000000000e+01 3.142206358099800673e-02
6.500000000000000000e+01 7.483652887076815141e-02
1.290000000000000000e+02 1.756646421227388566e-01
2.570000000000000000e+02 4.147195029619020756e-01
5.130000000000000000e+02 9.122323618581525961e-01
1.025000000000000000e+03 1.716880158724190641e+00
2.049000000000000000e+03 2.545047833751459709e+00
4.097000000000000000e+03 3.474669348369749944e+00
8.193000000000000000e+03 4.717866849087712922e+00
1.638500000000000000e+04 5.260422304190647935e+00
