# w mse
3.000000000000000000e+00 9.698143313403592355e-03
5.000000000000000000e+00 7.431679736842351953e-03
9.000000000000000000e+00 8.937837932202990707e-03
1.700000000000000000e+01 1.561959771407495090e-02
3.300000000000000000e+01 3.472317031342447846e-02
6.500000000000000000e+01 8.448963182530486171e-02
1.290000000000000000e+02 2.052465454200981532e-01
2.570000000000000000e+02 4.902639848938077916e-01
5.130000000000000000e+02 1.179369432118170913e+00
1.025000000000000000e+03 2.585925470973221785e+00
2.049000000000000000e+03 4.773562186807148500e+00
4.097000000000000000e+03 6.027627007092053013e+00
8.193000000000000000e+03 5.231898282405514244e+00
1.638500000000000000e+04 6.556717938214959851e+00
