# w mse
3.000000000000000000e+00 1.202181918965976835e-02
5.000000000000000000e+00 1.065268150981912507e-02
9.000000000000000000e+00 1.168840481657538836e-02
1.700000000000000000e+01 1.984609102664824237e-02
3.300000000000000000e+01 4.483806932572634296e-02
6.500000000000000000e+01 1.152820463976845233e-01
1.290000000000000000e+02 2.840836249272881697e-01
2.570000000000000000e+02 6.323591353276870608e-01
5.130000000000000000e+02 1.235773760870492399e+00
1.025000000000000000e+03 1.985650980585969894e+00
2.049000000000000000e+03 2.815789972751511439e+00
4.097000000000000000e+03 4.325023263327941514e+00
8.193000000000000000e+03 4.779938436579810102e+00
1.638500000000000000e+04 7.089276314953740332e+00
