# w mse
3.000000000000000000e+00 2.882621238820811879e-02
5.000000000000000000e+00 6.102989505036353346e-02
9.000000000000000000e+00 1.360811232493217005e-01
1.700000000000000000e+01 2.875036886092789401e-01
3.300000000000000000e+01 5.852325835323650693e-01
6.500000000000000000e+01 1.163797371361452004e+00
1.290000000000000000e+02 2.269337675095059570e+00
2.570000000000000000e+02 4.240501604688872384e+00
5.130000000000000000e+02 7.661999332743340219e+00
1.025000000000000000e+03 1.250808969942487003e+01
2.049000000000000000e+03 1.909331180019627183e+01
4.097000000000000000e+03 2.376904881548657045e+01
8.193000000000000000e+03 2.542499586063748751e+01
