# w mse
3.000000000000000000e+00 7.410443797803774497e-03
5.000000000000000000e+00 3.744362392603645985e-03
9.000000000000000000e+00 4.198837299171883850e-03
1.700000000000000000e+01 6.223778112710291743e-03
3.300000000000000000e+01 1.217756779189257087e-02
6.500000000000000000e+01 2.836187494837857925e-02
1.290000000000000000e+02 6.852831291966576810e-02
2.570000000000000000e+02 1.551343730788344311e-01
5.130000000000000000e+02 3.241626913660341502e-01
1.025000000000000000e+03 6.193366439285715730e-01
2.049000000000000000e+03 1.095361114525830626e+00
4.097000000000000000e+03 1.735079982558735523e+00
8.193000000000000000e+03 2.811879997803932163e+00
1.638500000000000000e+04 4.459689552592319473e+00
3.276900000000000000e+04 7.159017281479855832e+00
