# clusterSize EnergyDrop
0.000000000000000000e+00 -3.527255527489489759e+04
0.000000000000000000e+00 -3.526839657814759994e+04
0.000000000000000000e+00 -3.525871209479060053e+04
0.000000000000000000e+00 -3.524067753960029950e+04
0.000000000000000000e+00 -3.522330143082010181e+04
0.000000000000000000e+00 -3.519685245647929696e+04
0.000000000000000000e+00 -3.516107142397209827e+04
0.000000000000000000e+00 -3.512153283802480291e+04
0.000000000000000000e+00 -3.508093513130270003e+04
0.000000000000000000e+00 -3.503428131322959962e+04
1.700000000000000000e+01 -3.499225414797480335e+04
6.300000000000000000e+02 -3.496976675618629815e+04
1.668000000000000000e+03 -3.494111957594520209e+04
1.213000000000000000e+03 -3.492008590190749965e+04
1.023000000000000000e+03 -3.488586396909510222e+04
9.000000000000000000e+02 -3.485865130591810157e+04
9.970000000000000000e+02 -3.483347869969769818e+04
1.212000000000000000e+03 -3.481188300907290250e+04
2.397000000000000000e+03 -3.480796910125599970e+04
3.465000000000000000e+03 -3.481102471110600163e+04
7.115000000000000000e+03 -3.481660979321550258e+04
1.104400000000000000e+04 -3.483456379212439788e+04
2.311900000000000000e+04 -3.486238417656660022e+04
4.394100000000000000e+04 -3.488537539718909829e+04
4.955400000000000000e+04 -3.490986690477399679e+04
5.384300000000000000e+04 -3.491881270988759934e+04
5.232600000000000000e+04 -3.492003324041389715e+04
5.200500000000000000e+04 -3.491456850732769817e+04
5.001900000000000000e+04 -3.490223791984559648e+04
4.943300000000000000e+04 -3.488008817581369658e+04
4.529900000000000000e+04 -3.487243956416370202e+04
4.295200000000000000e+04 -3.485286318989849678e+04
4.012900000000000000e+04 -3.483302349115550169e+04
3.163200000000000000e+04 -3.480889501339120034e+04
2.406000000000000000e+04 -3.479655268582449935e+04
2.277800000000000000e+04 -3.478817533043590083e+04
1.591000000000000000e+04 -3.477814938286499819e+04
1.214000000000000000e+04 -3.477044526076620241e+04
1.335900000000000000e+04 -3.476099677163519664e+04
1.401600000000000000e+04 -3.476056785782599763e+04
1.332200000000000000e+04 -3.476253062743989722e+04
1.027700000000000000e+04 -3.477346060660640069e+04
1.354300000000000000e+04 -3.477163719783440320e+04
1.282000000000000000e+04 -3.476884381585980009e+04
9.580000000000000000e+03 -3.477025383395340032e+04
1.159300000000000000e+04 -3.476414808499690116e+04
8.638000000000000000e+03 -3.475717119117519906e+04
8.104000000000000000e+03 -3.474977610166220256e+04
5.551000000000000000e+03 -3.474518910576910275e+04
5.439000000000000000e+03 -3.473605864572620339e+04
4.173000000000000000e+03 -3.473556403754469648e+04
3.786000000000000000e+03 -3.473031956811620330e+04
5.083000000000000000e+03 -3.472641141151350166e+04
4.051000000000000000e+03 -3.471994465156590013e+04
3.880000000000000000e+03 -3.471300540902979992e+04
3.821000000000000000e+03 -3.470859606301230087e+04
3.760000000000000000e+03 -3.470066819657220185e+04
3.938000000000000000e+03 -3.469421992430339742e+04
3.385000000000000000e+03 -3.468596883633580001e+04
2.612000000000000000e+03 -3.467986340609769832e+04
2.807000000000000000e+03 -3.468317118663279689e+04
3.015000000000000000e+03 -3.467919325866240251e+04
1.965000000000000000e+03 -3.467616186092660064e+04
2.180000000000000000e+03 -3.468353156706770096e+04
1.690000000000000000e+03 -3.468264886994170229e+04
1.650000000000000000e+03 -3.467263624665360112e+04
1.084000000000000000e+03 -3.467624519455010159e+04
1.045000000000000000e+03 -3.467912040300769877e+04
8.970000000000000000e+02 -3.467718910286280152e+04
7.740000000000000000e+02 -3.467362081813630357e+04
7.170000000000000000e+02 -3.467107373299109895e+04
6.650000000000000000e+02 -3.466417544660149724e+04
7.130000000000000000e+02 -3.465883916863890045e+04
5.270000000000000000e+02 -3.466020854899229744e+04
6.000000000000000000e+02 -3.465647364036540239e+04
5.770000000000000000e+02 -3.465179977025229891e+04
5.180000000000000000e+02 -3.465164371223410126e+04
4.870000000000000000e+02 -3.464859640333129937e+04
4.380000000000000000e+02 -3.465127507942490047e+04
4.230000000000000000e+02 -3.464880958092289802e+04
4.300000000000000000e+02 -3.465207037928739737e+04
3.850000000000000000e+02 -3.464954322670640249e+04
3.710000000000000000e+02 -3.465389433647949772e+04
3.420000000000000000e+02 -3.465111609500290069e+04
2.370000000000000000e+02 -3.465303287580770120e+04
2.740000000000000000e+02 -3.464898165683270054e+04
2.380000000000000000e+02 -3.464786827771660319e+04
1.770000000000000000e+02 -3.464657636569679744e+04
2.320000000000000000e+02 -3.465129182074590062e+04
1.900000000000000000e+02 -3.465320778994199645e+04
1.950000000000000000e+02 -3.464943978218510165e+04
1.820000000000000000e+02 -3.464592244709980150e+04
1.750000000000000000e+02 -3.464697291953730019e+04
1.570000000000000000e+02 -3.465118021245519776e+04
1.490000000000000000e+02 -3.465014000469320308e+04
1.480000000000000000e+02 -3.465638523618850013e+04
1.190000000000000000e+02 -3.465717063417909958e+04
1.440000000000000000e+02 -3.465974520424410002e+04
1.520000000000000000e+02 -3.466170730054510204e+04
1.520000000000000000e+02 -3.466459568997789756e+04
1.650000000000000000e+02 -3.465888628274289658e+04
