# prediction	actual
3.737494570308551367e+00 3.681811164556803018e+00
4.446123637697108499e+00 4.409172664851952028e+00
3.706958815765850623e+00 3.793041843959469084e+00
6.304830291704954348e+00 6.195885247527186834e+00
3.579777203503357264e+00 3.465034659857385790e+00
3.909510803825856140e+00 3.897242476480770712e+00
3.944359512033641657e+00 4.221373640165193564e+00
5.594473844403363927e+00 5.694226540582359775e+00
4.245969400990964537e+00 4.191431755940801196e+00
3.219654936028620185e+00 3.232285469936038602e+00
3.391485781729389082e+00 3.375973658181730119e+00
3.915722702937647792e+00 4.006021756661515276e+00
3.969705297490963236e+00 4.008120527954134538e+00
3.716426172360636659e+00 3.699637104975054047e+00
4.110406248549280939e+00 4.088523679559322055e+00
4.813884395866266708e+00 4.939077599973249022e+00
3.061544061366535008e+00 3.105845807792587010e+00
4.232573922597839378e+00 4.249984191473645367e+00
4.247053510709338120e+00 4.358704447887578048e+00
4.085104431559805072e+00 3.917940007122993062e+00
3.943261093592353550e+00 3.968800415778958701e+00
3.415659708907887726e+00 3.434427591465501362e+00
2.924085392221189572e+00 2.810038854651471407e+00
4.398055727314978292e+00 4.650781501847242261e+00
3.792485704228537813e+00 3.851983199956192649e+00
3.594295630810202979e+00 3.639292253563392698e+00
3.713967219353052407e+00 3.626867043978168059e+00
2.840627291563989631e-01 2.835710913341771278e-01
3.038401802005927355e+00 3.067333863696164897e+00
3.479097249910652057e+00 3.430931850127194593e+00
2.875675966359260816e+00 2.895737991565704661e+00
3.719755060891499099e+00 3.748471079106184600e+00
3.658625649639926536e+00 3.726659419722454292e+00
3.624843210361645252e+00 3.518819819071746569e+00
1.017308377261371133e+00 1.027991294971161818e+00
3.862687686588458291e+00 3.888610708310132225e+00
3.313310494084848123e+00 3.299482816511762895e+00
3.743203193548664487e+00 3.570762652712862639e+00
3.875039663756985497e+00 3.901221589162959358e+00
3.995438837885044059e+00 3.824965999584478915e+00
3.934279969985684744e+00 3.845827599907199801e+00
3.445123835845418370e+00 3.412733221941545825e+00
3.250271483443673226e+00 3.157253867479946408e+00
3.854795250525314909e+00 3.830488355188061522e+00
3.036053468952262246e+00 3.029099091116565390e+00
3.755379288105376023e+00 3.780228292493508224e+00
3.604506916999243415e+00 3.833053331712875433e+00
3.806807656750612168e+00 3.759523490668829293e+00
3.616339520642867011e+00 3.751232223724805692e+00
3.034093318249701632e+00 3.064859583397131715e+00
3.405140403196759369e+00 3.379312468582071460e+00
3.922301707294367556e+00 3.878775097980424302e+00
3.567418870043735257e+00 3.626602714992221088e+00
3.583408511019583020e+00 3.681584811412820457e+00
3.831988377974934412e+00 3.826076223394465625e+00
2.950940422416635567e+00 2.944723128566642423e+00
3.855564054042123878e+00 3.828651265060597275e+00
4.380987631755611567e+00 4.396802880889693732e+00
3.413635392909636135e+00 3.436713507174857352e+00
2.934427049247847474e+00 2.922883697576321715e+00
3.426587561290539430e+00 3.479444415799275436e+00
4.048776840065530180e+00 3.792077709909372984e+00
3.091964620867158953e+00 3.036126332405505224e+00
3.996194997100923629e+00 3.933735083149874079e+00
3.445938765357651423e+00 3.418290529640905628e+00
4.183208873889396884e+00 4.122042874818707681e+00
3.729928093280855617e+00 3.759008444714111885e+00
3.752693845035922404e+00 3.742418739435048991e+00
2.637730204104871579e+00 2.677660549830692016e+00
3.917757611931416584e+00 3.877862876881004173e+00
3.941630381473512301e+00 4.111688752608849917e+00
3.537676693316283316e+00 3.598582749193099062e+00
3.445532688033040802e+00 3.370917997369008212e+00
3.748391709601464505e+00 3.698429642049224420e+00
3.640266752125259409e+00 3.669672026242521312e+00
3.938004884836352915e+00 3.824010839680147988e+00
3.747715969006738757e+00 3.794261536578400484e+00
1.555282574522972361e+00 1.555650891570467875e+00
3.227797508775421154e+00 3.238799383589287650e+00
2.857520177588708687e+00 2.846215625669580085e+00
3.458711998111433150e+00 3.424345695221933550e+00
3.826601932926469551e+00 3.967354757463628090e+00
3.616823288557170724e+00 3.681409915708074188e+00
3.858940666100741268e+00 4.054178237421810493e+00
3.046573338445686119e+00 3.006795820065230718e+00
7.356281963396794410e+00 7.276401745032748281e+00
4.065099635805391465e+00 4.065971089778400049e+00
3.650890318115913136e+00 3.676891574960233111e+00
3.745819252228505203e+00 3.650778075895758867e+00
4.011026533158612573e+00 3.941652964615919963e+00
3.539698078615010068e+00 3.497202946609506924e+00
