# w mse
3.000000000000000000e+00 1.137582687895010922e-02
5.000000000000000000e+00 8.434065367931051216e-03
9.000000000000000000e+00 9.517219919138449752e-03
1.700000000000000000e+01 1.562817957421968468e-02
3.300000000000000000e+01 3.389217830492265854e-02
6.500000000000000000e+01 7.885479814123966258e-02
1.290000000000000000e+02 1.805571780411444338e-01
2.570000000000000000e+02 4.065305343065287458e-01
5.130000000000000000e+02 8.473777491395397821e-01
1.025000000000000000e+03 1.631646077874635559e+00
2.049000000000000000e+03 2.825708684658973624e+00
4.097000000000000000e+03 4.078531884757354398e+00
8.193000000000000000e+03 4.299292654617471676e+00
1.638500000000000000e+04 5.567905648355841564e+00
