# prediction	actual
1.608036327119940934e+00 1.472294997386764726e+00
4.988754674474274786e+00 3.793041843959469084e+00
6.290354658564762502e+00 6.195885247527186834e+00
4.010317462011245837e+00 3.897242476480770712e+00
4.139230468869242507e+00 3.609648766986642165e+00
4.412490666023466623e+00 4.221373640165193564e+00
5.723429471531481738e+00 5.694226540582359775e+00
5.149859458822897196e+00 4.191431755940801196e+00
4.315473543191550299e+00 3.738844611520995898e+00
5.010263504898174070e+00 4.222804740472406948e+00
4.556838355636374516e+00 4.296230603136693027e+00
3.773535406594032082e+00 3.232285469936038602e+00
4.916039922203226276e+00 4.008120527954134538e+00
3.937656659918451929e+00 3.699637104975054047e+00
5.358514968089023611e+00 3.911452764115963543e+00
4.847756048052542788e+00 4.088523679559322055e+00
3.958688307209714097e+00 3.739548530749129185e+00
4.557859318217378330e+00 4.939077599973249022e+00
3.610146564611178555e+00 3.105845807792587010e+00
4.083398919812103678e+00 3.713708145162069929e+00
4.304361524951267448e+00 4.249984191473645367e+00
4.508849492125340142e+00 3.655755003948579329e+00
4.426992621832690489e+00 4.358704447887578048e+00
4.323178020297028468e+00 3.917940007122993062e+00
4.436143055606414976e+00 3.968800415778958701e+00
4.764659417542766562e+00 3.803167256938599472e+00
4.628164158900098357e+00 3.434427591465501362e+00
4.346247031746418799e+00 3.640035962891302823e+00
4.319790585449844400e+00 5.109310269224275558e+00
4.150003437236598813e+00 3.851983199956192649e+00
4.661635052162496962e+00 4.523530704001236913e+00
3.887520429426705615e+00 3.639292253563392698e+00
4.043956763757585726e+00 3.626867043978168059e+00
3.235547348489108965e-01 2.835710913341771278e-01
4.036393782074116920e+00 3.430931850127194593e+00
3.452891409428123115e+00 2.895737991565704661e+00
4.232969961276356941e+00 3.518819819071746569e+00
5.045584302411387334e+00 3.888610708310132225e+00
3.623397684508979921e+00 3.209983758284795652e+00
4.511863095762913112e+00 4.478251998837784242e+00
4.049912000576258109e+00 3.570762652712862639e+00
4.499330606403471933e+00 3.568087893638775210e+00
4.898932000659759645e+00 3.824965999584478915e+00
5.295058660631080549e+00 3.845827599907199801e+00
4.004095782091596334e+00 3.565148713304572059e+00
3.947166138722866258e+00 3.412733221941545825e+00
3.824165385957264629e+00 3.131207209053608498e+00
3.978630261201355545e+00 3.157253867479946408e+00
3.628380004924670388e+00 3.029099091116565390e+00
3.512858284793353381e+00 2.989694061937422376e+00
4.858423285639590361e+00 3.780228292493508224e+00
4.091323218560908970e+00 3.759523490668829293e+00
3.544137226065332325e+00 4.033682075397326372e+00
3.652936727436453701e+00 3.064859583397131715e+00
3.579236369961433351e+00 3.379312468582071460e+00
4.066983391096183453e+00 3.878775097980424302e+00
3.511672654125072235e+00 3.626602714992221088e+00
4.024363097840594206e-01 2.869180633709405570e-01
4.458082984128172832e+00 3.157818085400754260e+00
3.765334874275843458e+00 3.436713507174857352e+00
3.670045698544071922e+00 3.196550113047306851e+00
3.585255123984639969e+00 2.922883697576321715e+00
4.997683077768438231e+00 4.011304530280654035e+00
3.999621640094484842e+00 3.036126332405505224e+00
3.993535001320041466e+00 3.418290529640905628e+00
4.115987546598361746e+00 4.122042874818707681e+00
4.267821550869057567e+00 3.759008444714111885e+00
3.104402114810701274e+00 2.677660549830692016e+00
4.411101298982332608e+00 3.884583106374703831e+00
3.555390804751894951e+00 4.111688752608849917e+00
3.772157358168903851e+00 3.370917997369008212e+00
4.169958310429970894e+00 3.669672026242521312e+00
4.376419101564541059e+00 3.852758047103109096e+00
4.400305664869514355e-01 4.283169610402166871e-02
4.681898890441584804e+00 3.794261536578400484e+00
2.187274798946971188e+00 1.555650891570467875e+00
4.532170745571148629e+00 3.238799383589287650e+00
3.445648563334116510e+00 2.846215625669580085e+00
4.009602871534145407e+00 3.424345695221933550e+00
4.102971489831848118e+00 3.967354757463628090e+00
3.881111298549215771e+00 3.681409915708074188e+00
3.807917937762501204e+00 3.423459119187918898e+00
4.454941447860732318e+00 4.054178237421810493e+00
4.233906044709672578e+00 4.008727292763343719e+00
4.196515532709620189e+00 3.959362422622814570e+00
3.739143714896004944e+00 7.276401745032748281e+00
4.526261317475860579e+00 4.065971089778400049e+00
4.080142367937384051e+00 3.676891574960233111e+00
5.162118191735825867e+00 3.650778075895758867e+00
4.313710452087121894e+00 3.565937302788890317e+00
4.181240397696972089e+00 3.941652964615919963e+00
