# w mse
3.000000000000000000e+00 1.861099695800254999e-02
5.000000000000000000e+00 3.355218375561273836e-02
9.000000000000000000e+00 7.522988572270172813e-02
1.700000000000000000e+01 1.677401465327288677e-01
3.300000000000000000e+01 3.670521546719224260e-01
6.500000000000000000e+01 7.899424977411821924e-01
1.290000000000000000e+02 1.743146017473406806e+00
2.570000000000000000e+02 3.672492497451110616e+00
5.130000000000000000e+02 7.187091032941593127e+00
1.025000000000000000e+03 1.348343585552861512e+01
2.049000000000000000e+03 2.143825053653707258e+01
4.097000000000000000e+03 2.768140826827541545e+01
8.193000000000000000e+03 3.369623394638796299e+01
