# w mse
3.000000000000000000e+00 8.690850285516937964e-04
5.000000000000000000e+00 3.041179819324012473e-03
9.000000000000000000e+00 1.030402003370777149e-02
1.700000000000000000e+01 3.561514751735962020e-02
3.300000000000000000e+01 1.207555431656668621e-01
6.500000000000000000e+01 3.444202587446950625e-01
1.290000000000000000e+02 7.855312835329693044e-01
2.570000000000000000e+02 2.081995448623342959e+00
5.130000000000000000e+02 5.777700165008878841e+00
1.025000000000000000e+03 1.383700903055202858e+01
2.049000000000000000e+03 2.239942404331261727e+01
4.097000000000000000e+03 2.257491400698355477e+01
8.193000000000000000e+03 2.874582793142290882e+01
