# w mse
3.000000000000000000e+00 3.384037740964119818e-03
5.000000000000000000e+00 4.187191133781212500e-03
9.000000000000000000e+00 7.468648048850760716e-03
1.700000000000000000e+01 1.617091828195340447e-02
3.300000000000000000e+01 4.776469321274501301e-02
6.500000000000000000e+01 1.427357469785173472e-01
1.290000000000000000e+02 3.974235831583402545e-01
2.570000000000000000e+02 1.030775474417701787e+00
5.130000000000000000e+02 2.489933097283577812e+00
1.025000000000000000e+03 5.047382305967390792e+00
2.049000000000000000e+03 7.222446444964702117e+00
4.097000000000000000e+03 7.362362482596871871e+00
8.193000000000000000e+03 8.834977399084110061e+00
