# drho_hcp drho_bcc ei ef ti tf avalancheSize
3.109114741819496430e-02 -1.579196312244235401e-02 2.036250000000000004e-01 2.080249999999999877e-01 8.145000000000000000e+03 8.321000000000000000e+03 1.629643525874252097e+00
-9.322313761089162654e-03 -4.875464848996813316e-04 2.091000000000000081e-01 2.104749999999999954e-01 8.364000000000000000e+03 8.419000000000000000e+03 2.551700779687383625e-01
-2.083305491169085144e-03 1.732057636443684601e-03 2.124500000000000000e-01 2.134999999999999953e-01 8.498000000000000000e+03 8.540000000000000000e+03 1.169879479230843816e-01
2.566842460083762489e-03 1.037756415324331272e-03 2.136750000000000038e-01 2.141000000000000125e-01 8.547000000000000000e+03 8.564000000000000000e+03 3.373089470414935426e-02
6.295951809477173811e-03 7.790205967967978040e-04 2.215000000000000024e-01 2.224500000000000088e-01 8.860000000000000000e+03 8.898000000000000000e+03 1.150071372477839554e-01
5.541885606135110720e-04 2.698314729396855682e-04 2.240250000000000019e-01 2.246750000000000136e-01 8.961000000000000000e+03 8.987000000000000000e+03 7.184671232019664011e-02
-9.031701393780622311e-03 -9.395336830362310820e-04 2.300999999999999990e-01 2.311749999999999916e-01 9.204000000000000000e+03 9.247000000000000000e+03 2.402684147638464995e-01
6.318933839111195994e-04 5.976125645581475965e-04 2.571499999999999897e-01 2.579750000000000099e-01 1.028600000000000000e+04 1.031900000000000000e+04 1.208548247053310848e-01
-4.298721253837811673e-02 -4.350678471215729815e-03 2.752499999999999947e-01 2.788499999999999868e-01 1.101000000000000000e+04 1.115400000000000000e+04 1.439061038376242774e+00
-7.297038454225912574e-04 1.027210044959758761e-03 2.963000000000000078e-01 2.967250000000000165e-01 1.185200000000000000e+04 1.186900000000000000e+04 4.097632422605088087e-02
8.897365978629068195e-02 1.351070779612939532e-03 3.026499999999999746e-01 3.042000000000000259e-01 1.210600000000000000e+04 1.216800000000000000e+04 7.157854875516141968e-01
7.028103975017074845e-03 1.204232341642352822e-03 3.358249999999999846e-01 3.377000000000000002e-01 1.343300000000000000e+04 1.350800000000000000e+04 2.335446641276831270e-01
-2.332533873095599120e-02 2.147162641819022610e-04 3.439499999999999780e-01 3.467000000000000082e-01 1.375800000000000000e+04 1.386800000000000000e+04 2.193503539802183600e+00
9.490779769407708955e-04 -8.809118498476209425e-04 3.549749999999999850e-01 3.553999999999999937e-01 1.419900000000000000e+04 1.421600000000000000e+04 3.678121339282815899e-02
1.096038165979962287e-02 -5.975342034361119659e-03 3.580749999999999766e-01 3.589499999999999913e-01 1.432300000000000000e+04 1.435800000000000000e+04 1.215417089374451892e-01
1.372496664259870158e-03 7.615007488936953450e-05 3.599999999999999867e-01 3.608500000000000041e-01 1.440000000000000000e+04 1.443400000000000000e+04 9.951509065771892149e-02
5.724736817342090944e-03 -1.322390444045140612e-04 3.691499999999999782e-01 3.696999999999999731e-01 1.476600000000000000e+04 1.478800000000000000e+04 5.395265349458986531e-02
2.222753636374363850e-03 1.325500975099203060e-03 3.834000000000000186e-01 3.837999999999999745e-01 1.533600000000000000e+04 1.535200000000000000e+04 3.535655096577985934e-02
9.693375609458598774e-04 2.593716661522194045e-03 3.935500000000000109e-01 3.944750000000000201e-01 1.574200000000000000e+04 1.577900000000000000e+04 1.228152212526150006e-01
2.852476428262207264e-02 -1.281509132184055488e-03 3.991500000000000048e-01 4.016250000000000098e-01 1.596600000000000000e+04 1.606500000000000000e+04 1.293770154092247271e+00
-1.515636923630836463e-02 2.257896064989495244e-03 4.119249999999999856e-01 4.148249999999999993e-01 1.647700000000000000e+04 1.659300000000000000e+04 8.022687530459999827e-01
9.132181986046816746e-03 -5.380414117524878748e-03 4.298000000000000154e-01 4.320749999999999869e-01 1.719200000000000000e+04 1.728300000000000000e+04 1.113922000692961989e+00
-2.864990586544990947e-03 -1.559032326099440979e-03 4.372500000000000275e-01 4.385749999999999926e-01 1.749000000000000000e+04 1.754300000000000000e+04 2.336571339140875170e-01
3.272352215140017506e-02 -7.142561665318680753e-05 4.390749999999999931e-01 4.404750000000000054e-01 1.756300000000000000e+04 1.761900000000000000e+04 3.279307818380934325e-01
-1.286663741666416172e-03 1.501044192195877258e-04 4.570000000000000173e-01 4.572749999999999870e-01 1.828000000000000000e+04 1.829100000000000000e+04 2.340777277892245115e-02
7.238825261083547957e-03 -5.413140660778026358e-03 4.583749999999999769e-01 4.600250000000000172e-01 1.833500000000000000e+04 1.840100000000000000e+04 4.657175595880096997e-01
2.249947235111449118e-02 -1.140303559196809147e-03 4.639249999999999763e-01 4.644750000000000267e-01 1.855700000000000000e+04 1.857900000000000000e+04 5.860172262784940633e-02
-5.790229981812444748e-03 4.290488011235993326e-04 4.977500000000000258e-01 4.986999999999999766e-01 1.991000000000000000e+04 1.994800000000000000e+04 1.172872334283301815e-01
1.962847454706206918e-04 1.925275571153406418e-03 5.028249999999999664e-01 5.034250000000000114e-01 2.011300000000000000e+04 2.013700000000000000e+04 6.096800201700630639e-02
5.415773986828753550e-02 -4.760895506080942141e-03 5.154999999999999583e-01 5.210249999999999604e-01 2.062000000000000000e+04 2.084100000000000000e+04 1.404082218708419205e+00
6.706376968168115127e-03 -5.482797878073597531e-04 5.220249999999999613e-01 5.226750000000000007e-01 2.088100000000000000e+04 2.090700000000000000e+04 6.763090725052305074e-02
-1.812847045471244201e-03 -6.131814506034061196e-04 5.292999999999999927e-01 5.305999999999999606e-01 2.117200000000000000e+04 2.122400000000000000e+04 1.900523910723958820e-01
-2.392336883644929912e-03 8.169285731014497287e-04 5.431249999999999689e-01 5.435499999999999776e-01 2.172500000000000000e+04 2.174200000000000000e+04 3.744029614693277636e-02
-3.378605365014664130e-02 -2.392178613490614225e-03 5.446750000000000203e-01 5.460749999999999771e-01 2.178700000000000000e+04 2.184300000000000000e+04 6.443026077746867308e-01
-3.133072801119851647e-03 -7.489510822153988556e-04 5.469249999999999945e-01 5.476499999999999702e-01 2.187700000000000000e+04 2.190600000000000000e+04 1.048249491671134070e-01
-6.281066860083228676e-04 -1.070710182204948069e-04 5.668499999999999650e-01 5.670749999999999957e-01 2.267400000000000000e+04 2.268300000000000000e+04 1.800424633165813304e-02
3.662369270386989228e-03 -4.584749614480188029e-04 5.746250000000000524e-01 5.750499999999999501e-01 2.298500000000000000e+04 2.300200000000000000e+04 3.625895172407046091e-02
7.776045954528854054e-03 1.052700732628863989e-03 5.757999999999999785e-01 5.766750000000000487e-01 2.303200000000000000e+04 2.306700000000000000e+04 8.804566984202800983e-02
2.266031330589157733e-02 1.261819862548918536e-03 5.826750000000000540e-01 5.845500000000000140e-01 2.330700000000000000e+04 2.338200000000000000e+04 2.316785225492735412e-01
-2.811264865840712446e-03 4.899988354566175985e-03 6.435499999999999554e-01 6.444250000000000256e-01 2.574200000000000000e+04 2.577700000000000000e+04 9.991194727576845069e-02
