# w mse
3.000000000000000000e+00 4.859201977847562096e-03
5.000000000000000000e+00 5.669674865302766487e-03
9.000000000000000000e+00 1.032220474651157453e-02
1.700000000000000000e+01 2.374931475672159217e-02
3.300000000000000000e+01 5.916462412062281628e-02
6.500000000000000000e+01 1.531632906748905398e-01
1.290000000000000000e+02 3.968294220778845749e-01
2.570000000000000000e+02 9.018070611354468413e-01
5.130000000000000000e+02 1.842270618119115966e+00
1.025000000000000000e+03 3.525191735669057191e+00
2.049000000000000000e+03 4.384960692719353403e+00
4.097000000000000000e+03 4.800160069719944467e+00
8.193000000000000000e+03 5.672704098610449108e+00
