# w mse
3.000000000000000000e+00 1.003551872881898975e-02
5.000000000000000000e+00 8.215724921979817783e-03
9.000000000000000000e+00 9.862599076197615597e-03
1.700000000000000000e+01 1.846252068319526041e-02
3.300000000000000000e+01 4.571136598143244606e-02
6.500000000000000000e+01 1.258067904397104364e-01
1.290000000000000000e+02 3.298845962964688794e-01
2.570000000000000000e+02 7.853058357524884681e-01
5.130000000000000000e+02 1.628218925835620556e+00
1.025000000000000000e+03 3.091758451542583330e+00
2.049000000000000000e+03 4.380258991730696216e+00
4.097000000000000000e+03 4.650159622821431249e+00
8.193000000000000000e+03 6.695313650542939143e+00
1.638500000000000000e+04 8.670390143709740371e+00
