# drho_hcp drho_bcc avalancheSize
1.184833432001530795e-02 1.378839677955736587e-01 7.747424511887847309e+00
4.689906113606978622e-02 -1.347973890078206782e-01 8.027249986776510582e+00
-4.247940507991376791e-03 -2.255697826672786732e-03 1.484424125619396018e-01
1.214681040734966189e-03 -4.217115901634205244e-03 6.175320249154080815e-02
-2.241124843068931227e-03 -6.985928165210708585e-04 2.052701757799663407e-01
-2.938875782509953183e-04 -1.914032083552896779e-03 1.376989007809951981e-01
-4.987130448110832504e-04 1.291991623274313383e-03 1.739252011521804364e-01
-1.452520554672709352e-03 -2.501753019684471724e-03 1.846917181998524726e-01
2.480867791696983460e-03 -2.842038121602774581e-03 1.745487905691005814e-01
2.442242754112644576e-03 1.975290469254487036e-03 5.190255574251958492e-01
9.899313316268365526e-04 1.363796901858949084e-03 6.549177100729561274e-02
-8.128762809695988523e-04 1.651113754899125041e-04 9.277505392009589846e-02
-1.967782626212999375e-03 2.328523491751499641e-03 6.145366089564703593e-02
-1.572402907376257986e-03 -1.352302879169875460e-03 8.424893734327386363e-02
6.287371835573818402e-04 1.146106136470592674e-03 1.504923085186339882e-01
2.567343394546117707e-04 -3.161721966875585821e-04 1.129407347757619556e-02
-6.458134066709142473e-04 -7.602072480364929774e-04 1.012960003059524411e-01
-2.479359553224425028e-03 -6.433008475269508253e-04 2.112863452377972129e-01
1.148916089317220113e-03 2.107410220980265869e-03 1.633683328065404783e-01
9.763410897086766127e-04 -1.254790102585001677e-03 2.985448131925416693e-01
-1.668046136752421305e-04 -9.933235002139162440e-04 1.380869665572727611e-01
-2.749190232846809856e-03 -2.205670720969998833e-04 1.360903984674756151e-01
-1.706064564884868240e-03 -5.669333043187840815e-04 1.141377562491894676e-01
-3.591557086753405237e-04 2.026253517306564333e-05 3.495983579085530646e-02
-9.502250537267165065e-04 -5.863275841573312164e-04 4.605672158823220785e-02
2.488242295820702887e-03 -1.181624398363709250e-03 1.299471615629992083e-01
-2.165746218827327430e-03 3.653539002551921266e-04 1.187582161420411980e-01
