# w mse
3.000000000000000000e+00 4.520394774512144151e-03
5.000000000000000000e+00 1.554827470144364877e-02
9.000000000000000000e+00 4.891406323809709827e-02
1.700000000000000000e+01 1.306396390893143356e-01
3.300000000000000000e+01 3.114531233145683697e-01
6.500000000000000000e+01 6.969538265890317108e-01
1.290000000000000000e+02 1.497833672438046770e+00
2.570000000000000000e+02 3.168543600394566173e+00
5.130000000000000000e+02 6.535925330685154577e+00
1.025000000000000000e+03 1.299248530289226800e+01
2.049000000000000000e+03 2.294319076847313355e+01
4.097000000000000000e+03 2.916687191308207971e+01
8.193000000000000000e+03 3.386755373728044560e+01
