# drho_hcp drho_bcc ei ef ti tf avalancheSize
1.303552038846998620e-04 1.683787887468954944e-04 2.046000000000000041e-01 2.050800000000000123e-01 1.705000000000000000e+03 1.709000000000000000e+03 3.038173805503328190e-02
7.748548078942484128e-05 2.040741732441586002e-04 2.068800000000000083e-01 2.076000000000000068e-01 1.724000000000000000e+03 1.730000000000000000e+03 5.001393959977084441e-02
7.447153651011813444e-04 1.870600459790928353e-04 2.086800000000000044e-01 2.096399999999999930e-01 1.739000000000000000e+03 1.747000000000000000e+03 8.010606808269801760e-02
9.472311674777111890e-02 3.616081991472366603e-03 2.099999999999999922e-01 2.569199999999999817e-01 1.750000000000000000e+03 2.141000000000000000e+03 2.102608377696164155e+01
-1.826898912362151517e-03 1.243334977405440023e-04 2.570399999999999907e-01 2.617200000000000082e-01 2.142000000000000000e+03 2.181000000000000000e+03 7.620610009784514194e-01
2.940497459561486338e-04 8.825512434609151385e-04 2.620799999999999796e-01 2.637599999999999945e-01 2.184000000000000000e+03 2.198000000000000000e+03 3.389825568952878898e-01
1.371792224395637638e-03 1.556118488089939557e-04 2.650799999999999823e-01 2.666399999999999881e-01 2.209000000000000000e+03 2.222000000000000000e+03 1.842865797103161174e-01
-2.396749904810535625e-04 1.014866309929131523e-03 2.736000000000000099e-01 2.750400000000000067e-01 2.280000000000000000e+03 2.292000000000000000e+03 1.447807572050332781e-01
2.282867178297898203e-04 -3.482080684792318581e-04 2.775599999999999734e-01 2.781600000000000183e-01 2.313000000000000000e+03 2.318000000000000000e+03 4.081539447449666208e-02
-2.816582210542331599e-03 -7.521752815997876512e-04 2.799599999999999866e-01 2.816400000000000015e-01 2.333000000000000000e+03 2.347000000000000000e+03 1.308448581245735542e-01
1.308891797318093020e-03 -1.710606726535067283e-03 2.826000000000000179e-01 2.843999999999999861e-01 2.355000000000000000e+03 2.370000000000000000e+03 2.053028128655875750e-01
-3.221674288744480474e-04 8.499295100674007786e-04 2.852399999999999936e-01 2.860800000000000010e-01 2.377000000000000000e+03 2.384000000000000000e+03 6.739850206095729379e-02
1.621589203105733290e-04 3.678883545142745161e-04 2.908800000000000274e-01 2.913600000000000079e-01 2.424000000000000000e+03 2.428000000000000000e+03 2.668492887047119524e-02
