# w mse
3.000000000000000000e+00 1.120306280593933064e-02
5.000000000000000000e+00 8.382720679217074700e-03
9.000000000000000000e+00 9.585367133615038324e-03
1.700000000000000000e+01 1.614816272126005925e-02
3.300000000000000000e+01 3.512750538336513462e-02
6.500000000000000000e+01 8.526152244300187755e-02
1.290000000000000000e+02 2.163284497254294447e-01
2.570000000000000000e+02 5.596799928609672570e-01
5.130000000000000000e+02 1.277826848926163938e+00
1.025000000000000000e+03 2.319304641545707035e+00
2.049000000000000000e+03 3.209057092351929708e+00
4.097000000000000000e+03 3.416846927717022808e+00
8.193000000000000000e+03 5.587735694241086293e+00
1.638500000000000000e+04 9.229681260655642205e+00
