# w mse
3.000000000000000000e+00 3.407862679179148035e-03
5.000000000000000000e+00 4.598884030170146027e-03
9.000000000000000000e+00 1.006449266125312471e-02
1.700000000000000000e+01 2.715847220786632085e-02
3.300000000000000000e+01 8.762329591154598141e-02
6.500000000000000000e+01 2.831947446757483444e-01
1.290000000000000000e+02 8.308864275096502494e-01
2.570000000000000000e+02 2.131063789849027668e+00
5.130000000000000000e+02 4.932849945380476164e+00
1.025000000000000000e+03 1.012893186054091998e+01
2.049000000000000000e+03 1.362024315401503216e+01
4.097000000000000000e+03 8.859518622649341424e+00
8.193000000000000000e+03 1.204980470391448755e+01
