# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 5.616319471561426234e-04 1.136868377216160297e-13 5.684341886080801487e-14
1.250000000000000000e-01 -6.053411239755464258e-04 -4.749560957861831412e-07 -4.675368018070003018e-06
2.500000000000000000e-01 2.284847878089623155e-05 -7.746543815301265568e-07 -7.711696014212066075e-06
3.750000000000000000e-01 7.752460384456515531e-05 -9.187830301016219892e-07 -9.275215177240170306e-06
5.000000000000000000e-01 1.027755830137577590e-05 -9.333341495221247897e-07 -9.587956299128563842e-06
6.250000000000000000e-01 1.702730169847391098e-04 -8.485534408464445733e-07 -8.910003145956579829e-06
7.500000000000000000e-01 5.039823134431118930e-04 -6.966106411709915847e-07 -7.519679229517350905e-06
8.750000000000000000e-01 1.799709047691722347e-04 -5.092429091746453196e-07 -5.694076094187039416e-06
1.000000000000000000e+00 -1.128145885931061470e-04 -3.155126933052088134e-07 -3.691213976253493456e-06
1.125000000000000000e+00 -4.138729975556880349e-04 -1.397819460180471651e-07 -1.734544923692737939e-06
1.250000000000000000e+00 -5.282310486654016694e-05 -5.229594535194337368e-11 -7.070752872095908970e-10
1.375000000000000000e+00 -1.208382532021767385e-04 9.311440862802555785e-08 1.388142550240445416e-06
1.500000000000000000e+00 2.320633520311649782e-04 1.369063511447166093e-07 2.366274372889165534e-06
1.625000000000000000e+00 4.420564441647268326e-04 1.357199153062538244e-07 2.920332462963415310e-06
1.750000000000000000e+00 5.975489394375959034e-04 9.987854809878626838e-08 3.080406884237163467e-06
1.875000000000000000e+00 3.260363432407513938e-04 4.385958618513541296e-08 2.908322244365990628e-06
2.000000000000000000e+00 8.177278517426711567e-04 -1.574505859025521204e-08 2.485307390998059418e-06
2.125000000000000000e+00 3.355031221156799977e-04 -6.232585292309522629e-08 1.900625079542805906e-06
2.250000000000000000e+00 3.874155392217756323e-04 -8.132815310091245919e-08 1.241910808857937809e-06
2.375000000000000000e+00 9.566997307247854590e-05 -6.220579962246119976e-08 5.874472890354809351e-07
2.500000000000000000e+00 5.048059874656002713e-04 -7.446487870765849948e-11 4.821458787773735821e-10
2.625000000000000000e+00 7.539701086591334145e-04 1.031303327181376517e-07 -4.742495889331621584e-07
2.750000000000000000e+00 2.043918961091928735e-04 2.382448656135238707e-07 -8.116144840641936753e-07
2.875000000000000000e+00 1.079839143227683592e-03 3.893143230015994050e-07 -1.004919568003970198e-06
3.000000000000000000e+00 1.496125302076485412e-04 5.348716740627423860e-07 -1.062929584350058576e-06
3.125000000000000000e+00 2.577667531959582786e-04 6.499109304058947600e-07 -1.005876697490748484e-06
3.250000000000000000e+00 6.755334019816789260e-04 7.084299795678816736e-07 -8.612045121481060050e-07
3.375000000000000000e+00 5.578569794242806308e-04 6.864574970677495003e-07 -6.595828381250612438e-07
3.500000000000000000e+00 6.601904695479284858e-04 5.654550250255852006e-07 -4.314601369515003171e-07
3.625000000000000000e+00 1.098205879277078115e-03 3.358873073011636734e-07 -2.042576738858770113e-07
3.750000000000000000e+00 8.918309398517755386e-04 5.167066774447448552e-10 -2.515321284590754658e-10
3.875000000000000000e+00 8.728227695569612185e-04 -4.231841330692986958e-07 1.647599106036068406e-07
4.000000000000000000e+00 7.347247833833481755e-04 -9.021267715070280246e-07 2.819072051352122799e-07
4.125000000000000000e+00 5.628968192797163470e-04 -1.388578652949945536e-06 3.488551101327175274e-07
4.250000000000000000e+00 6.804295273432092207e-04 -1.823060983952018432e-06 3.687381990857829805e-07
4.375000000000000000e+00 3.294162360095403801e-04 -2.138987611033371650e-06 3.487087951725698076e-07
4.500000000000000000e+00 7.676014442237451621e-04 -2.268866978738515172e-06 2.983890681207412854e-07
4.625000000000000000e+00 -9.394974674109936655e-05 -2.151924718418740667e-06 2.284569404764624778e-07
4.750000000000000000e+00 6.791414652890471679e-04 -1.742947574712161440e-06 1.494450430072902236e-07
4.875000000000000000e+00 1.235021567722100876e-03 -1.021753519125923049e-06 7.078693897710763849e-08
5.000000000000000000e+00 6.632035123653023251e-04 -2.071033122774679214e-09 1.156763573817443103e-10
5.125000000000000000e+00 4.105044204003940878e-04 1.261902866644959431e-06 -5.714372264264966361e-08
5.250000000000000000e+00 9.876983728216120854e-04 2.672979690032661892e-06 -9.792182709134067409e-08
5.375000000000000000e+00 7.523548361399769180e-05 4.093567554264154751e-06 -1.213623477269720752e-07
5.500000000000000000e+00 7.396769241910742393e-04 5.353561846277443692e-06 -1.284743120777420700e-07
5.625000000000000000e+00 6.910045503709309582e-04 6.263101340664434247e-06 -1.216614577970176470e-07
5.750000000000000000e+00 1.484521906170927288e-03 6.629759468523843680e-06 -1.042185431288089603e-07
5.875000000000000000e+00 9.609166940274097880e-04 6.279840818024240434e-06 -7.984658623172435910e-08
6.000000000000000000e+00 8.895453010592680593e-04 5.083285486762179062e-06 -5.223944299359573051e-08
6.125000000000000000e+00 7.148513221556691832e-04 2.980475983349606395e-06 -2.473598215146921575e-08
6.250000000000000000e+00 1.212269169029075652e-03 7.553808245575055480e-09 -5.047695594839751720e-11
6.375000000000000000e+00 1.195340260344524615e-03 -3.684609623633150477e-06 1.989178599615115672e-08
6.500000000000000000e+00 9.453980018440302086e-04 -7.822523457434726879e-06 3.401817139092599973e-08
6.625000000000000000e+00 1.136351287960979568e-03 -1.201606846734648570e-05 4.206157200314919464e-08
6.750000000000000000e+00 8.019451647446771900e-04 -1.577852106038335478e-05 4.441903911356348544e-08
