# w mse
3.000000000000000000e+00 9.304714251943549744e-03
5.000000000000000000e+00 2.071581899090354020e-02
9.000000000000000000e+00 5.136029963248538860e-02
1.700000000000000000e+01 1.213033332480401155e-01
3.300000000000000000e+01 2.747036926654481959e-01
6.500000000000000000e+01 5.935247468641718926e-01
1.290000000000000000e+02 1.253188916609111692e+00
2.570000000000000000e+02 2.663293519297292633e+00
5.130000000000000000e+02 5.553754501294554835e+00
1.025000000000000000e+03 1.127766035146626677e+01
2.049000000000000000e+03 2.139358635995596813e+01
4.097000000000000000e+03 3.010014221824840064e+01
8.193000000000000000e+03 3.569287091223561958e+01
