# itime ezz other fcc hcp bcc ico
0.000000000000000000e+00 0.000000000000000000e+00 1.137915339098770958e-03 9.988620846609012061e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+03 1.000005125166891773e-02 1.820664542558033706e-03 9.980655439235320836e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
5.000000000000000000e+03 2.000010250333805750e-02 2.389622212107419402e-03 9.974965862539827421e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
7.500000000000000000e+03 3.000015375500697523e-02 5.917159763313609329e-03 9.939690487027764698e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
1.000000000000000000e+04 4.000020500667589296e-02 6.486117432862995025e-03 9.931725079654073474e-01 0.000000000000000000e+00 3.413746017296313199e-04 0.000000000000000000e+00
1.250000000000000000e+04 5.000025625834503273e-02 1.524806554392353283e-02 9.838416021847974369e-01 0.000000000000000000e+00 9.103322712790168532e-04 0.000000000000000000e+00
1.500000000000000000e+04 6.000030751001395046e-02 2.890304961310878606e-02 9.695038689121528996e-01 0.000000000000000000e+00 1.593081474738279385e-03 0.000000000000000000e+00
1.750000000000000000e+04 7.000035876168286819e-02 5.040964952207555722e-02 9.472007282658170269e-01 0.000000000000000000e+00 2.389622212107419402e-03 0.000000000000000000e+00
2.000000000000000000e+04 8.000041001335200797e-02 8.830223031406463086e-02 9.028220300409649512e-01 0.000000000000000000e+00 8.875739644970414427e-03 0.000000000000000000e+00
2.250000000000000000e+04 9.000046126502092569e-02 2.765134274010013771e-01 4.778106508875739622e-01 5.803368229403732537e-02 1.876422394173873354e-01 0.000000000000000000e+00
2.500000000000000000e+04 1.000005125166898434e-01 2.263313609467455523e-01 5.141101502048247562e-01 2.119936276741010428e-01 4.756486117432862787e-02 0.000000000000000000e+00
2.750000000000000000e+04 1.100005637683589832e-01 2.286071916249431124e-01 5.211652253072371899e-01 2.185935366408739144e-01 3.163404642694583185e-02 0.000000000000000000e+00
3.000000000000000000e+04 1.200006150200279009e-01 2.137005006827492060e-01 5.810195721438324856e-01 1.894629039599453890e-01 1.581702321347291593e-02 0.000000000000000000e+00
3.250000000000000000e+04 1.300006662716968187e-01 5.621301775147929253e-02 7.956304050978607600e-01 1.471324533454710926e-01 1.024123805188893906e-03 0.000000000000000000e+00
3.500000000000000000e+04 1.400007175233659584e-01 6.622667273554846967e-02 7.834547109695039202e-01 1.471324533454710926e-01 3.186162949476558769e-03 0.000000000000000000e+00
3.750000000000000000e+04 1.500007687750348762e-01 6.907146108329539902e-02 7.817478379608556738e-01 1.458807464724624359e-01 3.299954483386436255e-03 0.000000000000000000e+00
4.000000000000000000e+04 1.600008200267037939e-01 1.243741465634956717e-01 7.212107419208011461e-01 1.429221665908056438e-01 1.149294492489758707e-02 0.000000000000000000e+00
4.250000000000000000e+04 1.700008712783729337e-01 2.060764679107874309e-01 5.929676832043695445e-01 1.663632225762403383e-01 3.459262630860263782e-02 0.000000000000000000e+00
4.500000000000000000e+04 1.800009225300418514e-01 2.032316795630405015e-01 5.588302230314065033e-01 2.073281747837960876e-01 3.060992262175694228e-02 0.000000000000000000e+00
4.750000000000000000e+04 1.900009737817107691e-01 2.254210286754665393e-01 5.061447428311333097e-01 2.290623577605826189e-01 3.937187073281747662e-02 0.000000000000000000e+00
5.000000000000000000e+04 2.000010250333799089e-01 2.532999544833864358e-01 4.655211652253072319e-01 2.344105598543468338e-01 4.676832043695949154e-02 0.000000000000000000e+00
5.250000000000000000e+04 2.100010762850488266e-01 2.785616750113791285e-01 4.245562130177514826e-01 2.380518889394629134e-01 5.883022303140646170e-02 0.000000000000000000e+00
5.500000000000000000e+04 2.200011275367177443e-01 2.860719162494310686e-01 4.352526172052799125e-01 2.345243513882567243e-01 4.415111515703231543e-02 0.000000000000000000e+00
5.750000000000000000e+04 2.300011787883868841e-01 1.859353664087392000e-01 5.215065999089667503e-01 2.792444242148384159e-01 1.331360946745562164e-02 0.000000000000000000e+00
6.000000000000000000e+04 2.400012300400558019e-01 1.909421939007737712e-01 5.040964952207556138e-01 2.923304506144742687e-01 1.263086026399635846e-02 0.000000000000000000e+00
6.250000000000000000e+04 2.500012812917247196e-01 1.751251706873008518e-01 5.051206190259445172e-01 3.108784706417842547e-01 8.875739644970414427e-03 0.000000000000000000e+00
6.500000000000000000e+04 2.600013325433938594e-01 1.853664087391898030e-01 4.734865725989986229e-01 3.317023213472917731e-01 9.444697314519799256e-03 0.000000000000000000e+00
6.750000000000000000e+04 2.700013837950627771e-01 1.913973600364132777e-01 4.677969959035047642e-01 3.327264451524806765e-01 8.079198907601274626e-03 0.000000000000000000e+00
7.000000000000000000e+04 2.800014350467319169e-01 2.031178880291306388e-01 4.588074647246244697e-01 3.291989076012744597e-01 8.875739644970414427e-03 0.000000000000000000e+00
7.250000000000000000e+04 2.900014862984008346e-01 2.204142011834319403e-01 4.373008648156577194e-01 3.291989076012744597e-01 1.308602639963586667e-02 0.000000000000000000e+00
7.500000000000000000e+04 3.000015375500697523e-01 2.266727355484751960e-01 4.479972690031861493e-01 3.105370960400546387e-01 1.479289940828402289e-02 0.000000000000000000e+00
7.750000000000000000e+04 3.100015888017388921e-01 2.393035958124715423e-01 4.586936731907146347e-01 2.825443786982248517e-01 1.945835229858898507e-02 0.000000000000000000e+00
8.000000000000000000e+04 3.200016400534078098e-01 2.649066909421938787e-01 4.421939007737824556e-01 2.697997269003186149e-01 2.309968138370505075e-02 0.000000000000000000e+00
8.250000000000000000e+04 3.300016913050767275e-01 2.840236686390532617e-01 4.220527992717341692e-01 2.627446517979062368e-01 3.117888029130632538e-02 0.000000000000000000e+00
8.500000000000000000e+04 3.400017425567458673e-01 3.060992262175694090e-01 4.023668639053254448e-01 2.537551206190259423e-01 3.777878925807919702e-02 0.000000000000000000e+00
8.750000000000000000e+04 3.500017938084147850e-01 3.154301319981793195e-01 3.785844333181611066e-01 2.653618570778333852e-01 4.062357760582612637e-02 0.000000000000000000e+00
9.000000000000000000e+04 3.600018450600837028e-01 3.404642694583522866e-01 3.530951297223486329e-01 2.639963586709148657e-01 4.244424214838415921e-02 0.000000000000000000e+00
9.250000000000000000e+04 3.700018963117528425e-01 3.438780154756486129e-01 3.327264451524806765e-01 2.692307692307692180e-01 5.416477014110149951e-02 0.000000000000000000e+00
9.500000000000000000e+04 3.800019475634219823e-01 3.722121074192080159e-01 3.039371870732817671e-01 2.539827036868457233e-01 6.986800182066454923e-02 0.000000000000000000e+00
9.750000000000000000e+04 3.900019988150906780e-01 3.920118343195266308e-01 2.844788347746927681e-01 2.553482020937642427e-01 6.816112881201638607e-02 0.000000000000000000e+00
1.000000000000000000e+05 4.000020500667595957e-01 4.227355484751934567e-01 2.546654528903049552e-01 2.556895766954938587e-01 6.679563040509786664e-02 1.137915339098771066e-04
1.025000000000000000e+05 4.100021013184287355e-01 4.271734182976786309e-01 2.639963586709148657e-01 2.453345471096950448e-01 6.349567592171143082e-02 0.000000000000000000e+00
1.050000000000000000e+05 4.200021525700978753e-01 4.341147018661811741e-01 2.583067819754210070e-01 2.453345471096950448e-01 6.224396904870277414e-02 0.000000000000000000e+00
1.075000000000000000e+05 4.300022038217667930e-01 4.443559399180700975e-01 2.654756486117432757e-01 2.325898953117888079e-01 5.757851615839781195e-02 0.000000000000000000e+00
1.100000000000000000e+05 4.400022550734354887e-01 4.592626308602639762e-01 2.652480655439235502e-01 2.340691852526172179e-01 4.142011834319526964e-02 0.000000000000000000e+00
1.125000000000000000e+05 4.500023063251046285e-01 4.812243969048702885e-01 2.380518889394629134e-01 2.312243969048702885e-01 4.949931725079653733e-02 0.000000000000000000e+00
1.150000000000000000e+05 4.600023575767737682e-01 4.860036413290851343e-01 2.258761948111060458e-01 2.357760582612653533e-01 5.234410559854346667e-02 0.000000000000000000e+00
1.175000000000000000e+05 4.700024088284426860e-01 4.779244424214838527e-01 2.181383705052344080e-01 2.427173418297678686e-01 6.121984524351388457e-02 0.000000000000000000e+00
1.200000000000000000e+05 4.800024600801116037e-01 4.828174783796085334e-01 2.076695493855257035e-01 2.498862084660901095e-01 5.951297223486572835e-02 1.137915339098771066e-04
1.225000000000000000e+05 4.900025113317807435e-01 4.914656349567592120e-01 1.917387346381429214e-01 2.544378698224852298e-01 6.235776058261265076e-02 0.000000000000000000e+00
1.250000000000000000e+05 5.000025625834498832e-01 4.908966772872098150e-01 1.800182066454255880e-01 2.477241693218024676e-01 8.136094674556212936e-02 0.000000000000000000e+00
1.275000000000000000e+05 5.100026138351185789e-01 5.083067819754210070e-01 1.614701866181156020e-01 2.439690487027765253e-01 8.625398270368685172e-02 0.000000000000000000e+00
1.300000000000000000e+05 5.200026650867874967e-01 5.118343195266271684e-01 1.577150659990896597e-01 2.493172507965407403e-01 8.113336367774237612e-02 0.000000000000000000e+00
1.325000000000000000e+05 5.300027163384566364e-01 5.336822940373235902e-01 1.446290395994538069e-01 2.352071005917159841e-01 8.648156577150660496e-02 0.000000000000000000e+00
1.350000000000000000e+05 5.400027675901257762e-01 5.493855257168867023e-01 1.457669549385525731e-01 2.205279927173418308e-01 8.431952662721893532e-02 0.000000000000000000e+00
