# w mse
3.000000000000000000e+00 5.381854891398197378e-04
5.000000000000000000e+00 1.389887108812110604e-03
9.000000000000000000e+00 2.743892059788526940e-03
1.700000000000000000e+01 4.446447319064827583e-03
3.300000000000000000e+01 9.221358929562623735e-03
6.500000000000000000e+01 2.376086347412709882e-02
1.290000000000000000e+02 6.943525889642604421e-02
2.570000000000000000e+02 2.303654345880249976e-01
5.130000000000000000e+02 7.295872439303808799e-01
1.025000000000000000e+03 2.094746287984819322e+00
2.049000000000000000e+03 4.769876411573535258e+00
4.097000000000000000e+03 6.962271060786626720e+00
8.193000000000000000e+03 1.034601099194497564e+01
