# hist edge err
1.239325708256650159e+03 1.544113589994832874e-08 8.763356124070980968e+02
9.587193769110269841e+02 4.990145486353980995e-08 4.287523396238597115e+02
2.593822036908852056e+02 7.377760082683297716e-08 1.834109151489352598e+02
7.894804294490455732e+02 1.090776691510956391e-07 2.631601431496818577e+02
7.119816235873207688e+02 1.612676174624066139e-07 2.055313910181032497e+02
5.618291305774687316e+02 2.384286778806726126e-07 1.501551511807119539e+02
7.600163379218140562e+02 3.525086767600913542e-07 1.436295873205106091e+02
7.710860862372481961e+02 5.211720682918033648e-07 1.189811662155658922e+02
6.084688299232898316e+02 7.705351461530557675e-07 8.692411856046997798e+01
5.963336046448043817e+02 1.139209960739268289e-06 7.077177841570787109e+01
5.283267041038998286e+02 1.684283113011665928e-06 5.478492711918788416e+01
5.264157327516187479e+02 2.490155197497900683e-06 4.497473124189253468e+01
5.483772480024925926e+02 3.681609617600463017e-06 3.775184664054864214e+01
5.519697784026905083e+02 5.443134383763516691e-06 3.114945666526354628e+01
4.910484930510647246e+02 8.047488733750887219e-06 2.416291670412861237e+01
4.222039708916126415e+02 1.189793790743585734e-05 1.842649195544521135e+01
3.747752575981309633e+02 1.759069582234984184e-05 1.427780020437227648e+01
2.998458051458744649e+02 2.600724444200111201e-05 1.050314045139895924e+01
2.749738066526166449e+02 3.845082481652767928e-05 8.271993546619933468e+00
2.272225846743801299e+02 5.684823443592554895e-05 6.184215449873069481e+00
1.964930517636759646e+02 8.404817774137396575e-05 4.729626024929559414e+00
1.577745841114260088e+02 1.242623671911502990e-04 3.485507847413960913e+00
1.360369660335533126e+02 1.837176761578635485e-04 2.661768929001723016e+00
1.138880478423989331e+02 2.716203247675566838e-04 2.002973928849616225e+00
9.747440725188589283e+01 4.015813958121150474e-04 1.523968053628006691e+00
7.877365558299563020e+01 5.937244114571097126e-04 1.126718437852733290e+00
6.621932723473631199e+01 8.778013135972471221e-04 8.495943645451317083e-01
5.121084478499682291e+01 1.297799334647564955e-03 6.144613216054118920e-01
4.077648987977867279e+01 1.918752099047832350e-03 4.509338518505062177e-01
3.190433854695230309e+01 2.836809604776268159e-03 3.280402486075069679e-01
2.531849691661047785e+01 4.194126347923935599e-03 2.403341905926314748e-01
1.994555060566144178e+01 6.200872907625797070e-03 1.754340760416659428e-01
1.594232932680062653e+01 9.167779324426051160e-03 1.289915219087353071e-01
1.271161120568602421e+01 1.355424937640825438e-02 9.472833825619478287e-02
1.020691911226667514e+01 2.003949589715557297e-02 6.981058775511649050e-02
7.982379158355217719e+00 2.962771191970863666e-02 5.077319275673389254e-02
5.515085578774955977e+00 4.380356262962897818e-02 3.470873336245404450e-02
2.956976336362182600e+00 6.476207491984746489e-02 2.090166588921645724e-02
1.037789168716656940e+00 9.574852126495767002e-02 1.018370671210778490e-02
2.360966895989008996e-01 1.415609264491991537e-01 3.994759193409466030e-03
3.223065328286211367e-02 2.092930066429093405e-01 1.213876628640811950e-03
1.205961039889978008e-03 3.094325795144362012e-01 1.931083148784452257e-04
