# prediction	actual
3.710395246231631639e+00 3.681811164556803018e+00
5.976460301194647329e+00 6.195885247527186834e+00
3.445493123098327448e+00 3.465034659857385790e+00
3.823956955578088124e+00 3.897242476480770712e+00
4.205301873315852035e+00 4.221373640165193564e+00
5.335435853856778543e+00 5.694226540582359775e+00
4.253176047476175725e+00 4.191431755940801196e+00
3.530653279082801355e+00 3.738844611520995898e+00
4.143106170614053951e+00 4.222804740472406948e+00
3.147576849267729404e+00 3.232285469936038602e+00
3.267283861194018701e+00 3.375973658181730119e+00
4.071574118283073140e+00 4.006021756661515276e+00
3.984917560437200468e+00 3.911452764115963543e+00
3.488850096567940540e+00 3.532636517764944362e+00
2.072270633933947614e+00 2.027716242157711513e+00
4.619460592248699093e+00 4.939077599973249022e+00
2.935844686947595594e+00 3.105845807792587010e+00
3.664636675001613053e+00 3.713708145162069929e+00
4.130184536585669086e+00 4.249984191473645367e+00
3.910562365653651895e+00 3.917940007122993062e+00
3.950057613960429759e+00 3.968800415778958701e+00
3.393101956660482532e+00 3.434427591465501362e+00
2.817347552014243028e+00 2.810038854651471407e+00
3.519485488160566167e+00 3.640035962891302823e+00
5.329064253844623344e+00 5.109310269224275558e+00
3.727893022408319990e+00 3.851983199956192649e+00
3.623655322636749165e+00 3.626867043978168059e+00
2.958638184297896601e+00 3.067333863696164897e+00
3.667682880516080157e+00 3.748471079106184600e+00
3.708303535102191795e+00 3.726659419722454292e+00
1.075146588982753837e+00 1.027991294971161818e+00
3.959585317666811211e+00 3.888610708310132225e+00
3.067433410319815756e+00 3.209983758284795652e+00
3.251556685111851142e+00 3.299482816511762895e+00
4.223472483461154781e+00 4.478251998837784242e+00
3.589573886689922944e+00 3.568087893638775210e+00
3.871212151009429281e+00 3.824965999584478915e+00
3.894396790162079292e+00 3.845827599907199801e+00
3.133555450392149666e+00 3.157253867479946408e+00
3.743191184351531309e+00 3.830488355188061522e+00
2.953105419876200788e+00 3.029099091116565390e+00
2.862351169499474768e+00 2.989694061937422376e+00
3.752879832332719712e+00 3.780228292493508224e+00
3.818742332510586035e+00 3.833053331712875433e+00
3.580303620864877079e+00 3.643660545601673739e+00
3.768888830548283053e+00 3.759523490668829293e+00
3.582683066792105020e+00 3.751232223724805692e+00
4.079666980720238811e+00 4.033682075397326372e+00
2.964935662934712557e+00 3.064859583397131715e+00
3.350345927611989794e+00 3.379312468582071460e+00
3.476108083805765414e+00 3.456902689930965167e+00
3.304618677318399200e+00 3.425561733358235550e+00
3.544204541264777131e+00 3.626602714992221088e+00
3.685252073521877225e+00 3.681584811412820457e+00
3.735338904566934293e+00 3.826076223394465625e+00
2.874337685616434435e+00 2.944723128566642423e+00
3.849355802917229230e+00 3.828651265060597275e+00
4.435004187527457731e+00 4.396802880889693732e+00
3.078307947854078908e+00 3.157818085400754260e+00
3.266410024476291252e+00 3.436713507174857352e+00
3.197683523200959055e+00 3.196550113047306851e+00
2.834067673573021917e+00 2.922883697576321715e+00
3.219304275092906842e+00 3.347585805158487915e+00
4.072727842225948969e+00 4.011304530280654035e+00
3.360967984010132081e+00 3.479444415799275436e+00
3.333385892571618658e+00 3.418290529640905628e+00
4.014336366833646252e+00 4.122042874818707681e+00
3.636623878667225807e+00 3.742418739435048991e+00
2.537054758609857075e+00 2.677660549830692016e+00
3.840270785481280758e+00 3.877862876881004173e+00
3.894991081808547584e+00 3.884583106374703831e+00
4.133681853427949804e+00 4.111688752608849917e+00
3.470070511140052716e+00 3.598582749193099062e+00
3.204458980641856414e+00 3.370917997369008212e+00
3.667784142161694572e+00 3.698429642049224420e+00
4.286963644228361514e-02 4.283169610402166871e-02
3.959772823856147816e+00 3.824010839680147988e+00
3.798755952159469373e+00 3.794261536578400484e+00
3.127839906954071214e+00 3.238799383589287650e+00
2.758514938764081936e+00 2.846215625669580085e+00
4.002107896826138322e+00 3.967354757463628090e+00
3.597629884176045678e+00 3.681409915708074188e+00
3.359370521967580459e+00 3.423459119187918898e+00
3.969388714310697619e+00 4.008727292763343719e+00
3.916221951637886001e+00 3.959362422622814570e+00
2.933007435263994545e+00 3.006795820065230718e+00
7.238175959231141654e+00 7.276401745032748281e+00
3.915333088569273201e+00 4.065971089778400049e+00
3.442026372299222814e+00 3.565937302788890317e+00
4.070616576950388144e+00 3.941652964615919963e+00
3.448895322163851862e+00 3.497202946609506924e+00
