# w mse
3.000000000000000000e+00 1.485254056209742331e-02
5.000000000000000000e+00 1.349565060587518128e-02
9.000000000000000000e+00 1.346452780043655775e-02
1.700000000000000000e+01 1.929118881789650825e-02
3.300000000000000000e+01 3.805040642499676884e-02
6.500000000000000000e+01 8.859334112124314653e-02
1.290000000000000000e+02 2.032140728625257409e-01
2.570000000000000000e+02 4.426530568431158996e-01
5.130000000000000000e+02 8.882680664109771085e-01
1.025000000000000000e+03 1.559696060226430259e+00
2.049000000000000000e+03 2.043033237869267715e+00
4.097000000000000000e+03 2.932760613501051772e+00
8.193000000000000000e+03 3.890412965220299668e+00
1.638500000000000000e+04 4.217046013479881061e+00
