# w mse
3.000000000000000000e+00 1.398175197693029897e-03
5.000000000000000000e+00 5.558644621804648307e-03
9.000000000000000000e+00 2.192789973178714547e-02
1.700000000000000000e+01 8.494497899203790059e-02
3.300000000000000000e+01 3.213902205645982613e-01
6.500000000000000000e+01 1.147173452816063088e+00
1.290000000000000000e+02 3.734154569434277704e+00
2.570000000000000000e+02 1.179710961625068144e+01
5.130000000000000000e+02 3.181841919409511021e+01
1.025000000000000000e+03 5.314239784152109536e+01
2.049000000000000000e+03 6.367831944629453744e+01
