# theta phi size
-6.215138104613928505e+01 5.214376930076202399e+01 1.400000000000000000e+01
1.289766878295029642e+02 1.215172225217653335e+02 1.200000000000000000e+01
-4.505714061115170210e+01 1.118509681457270375e+02 2.000000000000000000e+00
1.799128161972756246e+01 9.721974297217317940e+01 3.000000000000000000e+00
-6.217188162930858653e+01 5.213061855772272679e+01 1.400000000000000000e+01
1.289810532467874964e+02 1.215278041565799043e+02 1.200000000000000000e+01
1.405755781501268871e+02 9.348184755201762641e+01 2.000000000000000000e+00
-1.595034752388253878e+02 1.221548410770853366e+02 5.000000000000000000e+00
-7.991910626580909138e+01 8.507003073629566359e+01 3.000000000000000000e+00
1.178486189538607078e+02 1.278562306992379831e+02 4.500000000000000000e+01
-5.102331217049705003e+01 5.848277747823465234e+01 4.000000000000000000e+00
1.349428593888482908e+02 6.814903185427297672e+01 7.000000000000000000e+00
-1.620087183802724553e+02 8.278025702782683481e+01 2.100000000000000000e+01
1.178281183706914135e+02 1.278693814422772874e+02 4.500000000000000000e+01
-5.101894675321251071e+01 5.847219584342011700e+01 5.000000000000000000e+00
-3.942442184987313425e+01 8.651815244798237359e+01 1.500000000000000000e+01
2.049652476117462996e+01 5.784515892291466344e+01 5.000000000000000000e+00
1.000808937341909228e+02 9.492996926370435062e+01 1.900000000000000000e+01
1.351488102963191977e+02 1.242355817696761022e+02 5.000000000000000000e+00
4.831168621696318866e+01 5.565378058244601078e+01 2.000000000000000000e+00
1.569795197159379825e+02 1.145624850053596475e+02 5.100000000000000000e+01
-1.198217480581552365e+02 5.224767092588817974e+01 4.500000000000000000e+01
1.351532700671141924e+02 1.242310910139136979e+02 2.800000000000000000e+01
-1.684232056437352014e+02 1.332397669753004266e+02 2.000000000000000000e+00
1.344255167889831171e+02 1.230794963037200063e+02 5.000000000000000000e+00
-9.960039644736359321e+01 9.561437600556747896e+01 7.000000000000000000e+00
3.866657046281962096e+01 3.813152356762746109e+01 3.000000000000000000e+00
1.079335174683208294e+02 5.606027228635945647e+01 8.000000000000000000e+00
-8.322023369826344208e+01 1.044788574240970149e+02 1.000000000000000000e+01
1.369850921003568942e+02 1.222127755828461773e+02 2.000000000000000000e+00
1.351491731011299180e+02 1.242291153097291243e+02 2.000000000000000000e+00
5.199548961391797519e+01 1.210846495892258048e+02 2.800000000000000000e+01
