# w mse
3.000000000000000000e+00 3.646127569086391167e-04
5.000000000000000000e+00 1.400957327423803548e-03
9.000000000000000000e+00 5.166059923006129616e-03
1.700000000000000000e+01 1.795621260895896229e-02
3.300000000000000000e+01 6.212264113629224760e-02
6.500000000000000000e+01 2.239035441278815208e-01
1.290000000000000000e+02 8.057387769818343815e-01
2.570000000000000000e+02 2.816541975744510928e+00
5.130000000000000000e+02 8.630328652061079353e+00
1.025000000000000000e+03 1.818532773154672455e+01
2.049000000000000000e+03 2.608885123065973488e+01
