# rg size
3.406179802528194500e+01 3.054000000000000000e+03
3.574151984542238125e+01 3.888000000000000000e+03
3.498841589088094395e+01 3.626000000000000000e+03
3.570356640922899061e+01 4.145000000000000000e+03
3.518978738794975669e+01 3.490000000000000000e+03
3.433378433666791807e+01 3.350000000000000000e+03
3.408242075965529239e+01 3.018000000000000000e+03
3.578376180618636937e+01 3.844000000000000000e+03
3.509078755197108990e+01 3.632000000000000000e+03
3.581245823951108775e+01 4.153000000000000000e+03
3.522047532494977418e+01 3.450000000000000000e+03
3.444545973100039049e+01 3.360000000000000000e+03
3.422814142767626322e+01 3.070000000000000000e+03
3.589828848280769336e+01 3.904000000000000000e+03
3.515628154877965983e+01 3.621000000000000000e+03
3.587629529369329617e+01 4.135000000000000000e+03
3.533088200338517026e+01 3.500000000000000000e+03
3.447432517767943239e+01 3.339000000000000000e+03
3.599395353906707129e+01 3.890000000000000000e+03
3.433645289027855085e+01 3.063000000000000000e+03
3.524006943680866755e+01 3.631000000000000000e+03
3.595781595827403976e+01 4.147000000000000000e+03
3.541958323068016767e+01 3.485000000000000000e+03
3.455859116195682645e+01 3.349000000000000000e+03
3.438872346470895280e+01 3.072000000000000000e+03
3.607056881410134963e+01 3.910000000000000000e+03
3.532624895516931929e+01 3.631000000000000000e+03
3.604821141243134264e+01 4.147000000000000000e+03
3.550767278947721906e+01 3.508000000000000000e+03
3.464812377254250464e+01 3.349000000000000000e+03
3.452440335409276884e+01 3.063000000000000000e+03
3.619444347379343441e+01 3.890000000000000000e+03
3.544109532813474317e+01 3.632000000000000000e+03
3.615793999338974629e+01 4.146000000000000000e+03
3.562013534150922567e+01 3.487000000000000000e+03
3.475844507990386489e+01 3.348000000000000000e+03
1.331959380530459391e+01 4.590000000000000000e+02
9.723890516542743612e+00 2.150000000000000000e+02
1.448396668322926750e+01 4.870000000000000000e+02
9.724199543463811324e+00 2.150000000000000000e+02
9.723259856562966874e+00 2.150000000000000000e+02
1.448403569624075438e+01 4.870000000000000000e+02
5.172211152619066610e+00 4.000000000000000000e+01
9.473691622936764034e+00 3.200000000000000000e+02
9.723568903527180396e+00 2.150000000000000000e+02
1.206471571567041856e+01 3.690000000000000000e+02
5.171927270879437266e+00 4.000000000000000000e+01
9.473515510870049283e+00 3.200000000000000000e+02
3.146345578770243279e+01 6.090000000000000000e+02
1.331956310503908725e+01 4.590000000000000000e+02
2.574370158742509318e+01 4.980000000000000000e+02
9.723954592880341252e+00 2.150000000000000000e+02
4.697597967206156966e+00 2.500000000000000000e+01
1.448394157347213174e+01 4.870000000000000000e+02
1.331969147640337958e+01 4.590000000000000000e+02
3.965939535049518572e+00 9.600000000000000000e+01
9.723323937056589372e+00 2.150000000000000000e+02
1.539523696082715665e+00 8.000000000000000000e+00
1.097909423961018316e+00 3.000000000000000000e+00
2.208400347100387240e+00 8.000000000000000000e+00
4.697906687890365696e+00 2.500000000000000000e+01
1.448401058660326157e+01 4.870000000000000000e+02
2.154526869774888276e+00 1.700000000000000000e+01
3.966467440330694760e+00 9.600000000000000000e+01
8.830884260078833981e-01 3.000000000000000000e+00
5.171874314159471631e+00 4.000000000000000000e+01
9.473713857179889786e+00 3.200000000000000000e+02
7.089247326058403242e-01 2.000000000000000000e+00
9.723632981984128065e+00 2.150000000000000000e+02
3.490242745766136778e+01 2.478000000000000000e+03
3.544688978510021116e+01 2.825000000000000000e+03
3.610596122152241350e+01 3.222000000000000000e+03
3.608311300708580660e+01 3.037000000000000000e+03
3.472037446844078090e+01 2.605000000000000000e+03
3.537662256977336739e+01 2.652000000000000000e+03
2.811938010157685408e+00 1.400000000000000000e+01
3.582895427484714901e+00 4.400000000000000000e+01
3.583596302860740934e+00 4.400000000000000000e+01
3.059669595158942101e+00 2.800000000000000000e+01
3.583056790359235411e+00 4.400000000000000000e+01
3.583757634177529017e+00 4.400000000000000000e+01
2.974864985852648136e+00 5.000000000000000000e+01
2.811923436449368374e+00 1.400000000000000000e+01
6.630237812100170380e-01 2.000000000000000000e+00
3.059694776261920879e+00 2.800000000000000000e+01
2.556663604383447641e+00 3.700000000000000000e+01
3.494515256596082509e+01 1.849000000000000000e+03
3.538151121768734697e+01 2.809000000000000000e+03
3.611223306603495331e+01 3.223000000000000000e+03
9.026017482280321858e+00 1.610000000000000000e+02
3.612593777809967577e+01 2.278000000000000000e+03
3.475168585918220998e+01 2.619000000000000000e+03
9.029434810561905778e+00 1.620000000000000000e+02
3.560309089579453001e+01 2.011000000000000000e+03
9.026010664169312747e+00 1.610000000000000000e+02
9.029428174470599089e+00 1.620000000000000000e+02
2.796729670613139707e+00 4.200000000000000000e+01
3.065789156955334605e+00 1.900000000000000000e+01
9.026086157589825021e+00 1.610000000000000000e+02
2.796874853703258168e+00 4.200000000000000000e+01
3.979289850171849441e+00 9.800000000000000000e+01
9.029505278099994925e+00 1.620000000000000000e+02
1.299058459391720044e+00 4.000000000000000000e+00
7.881794287048209391e-01 2.000000000000000000e+00
2.797057380524679893e+00 4.200000000000000000e+01
3.065979539437917900e+00 1.900000000000000000e+01
3.518381315319433611e+01 2.448000000000000000e+03
3.487437587723238863e+01 2.876000000000000000e+03
3.002438215964892620e+01 1.737000000000000000e+03
3.587163350476648560e+01 3.383000000000000000e+03
3.411801805415167621e+01 2.195000000000000000e+03
3.460329615146929427e+01 2.806000000000000000e+03
6.319502349555054188e+00 1.150000000000000000e+02
2.807886274179413721e+00 3.900000000000000000e+01
3.485879725730097078e+00 6.000000000000000000e+01
6.318873671366826095e+00 1.150000000000000000e+02
6.729349260268959743e-01 2.000000000000000000e+00
2.808245039449935643e+00 3.900000000000000000e+01
1.432753204820137460e+00 6.000000000000000000e+00
3.486117719002101989e+00 6.000000000000000000e+01
3.605791485687767306e+01 2.752000000000000000e+03
3.502936648321341551e+01 2.869000000000000000e+03
3.026148476816366895e+01 1.903000000000000000e+03
3.601078377371285200e+01 3.368000000000000000e+03
3.547124346964581321e+01 2.462000000000000000e+03
3.476608034748931431e+01 2.791000000000000000e+03
5.881507407098727214e+00 8.500000000000000000e+01
3.538102020599465103e+00 6.600000000000000000e+01
2.737847489994072347e+00 3.900000000000000000e+01
5.949108414323488248e+00 8.600000000000000000e+01
3.538179976660675852e+00 6.600000000000000000e+01
1.347395158007145044e+00 6.000000000000000000e+00
2.738147859326434563e+00 3.900000000000000000e+01
3.581515668563278609e+01 2.618000000000000000e+03
3.516557159045304815e+01 2.886000000000000000e+03
3.389339121185479087e+01 2.023000000000000000e+03
3.616211208829725621e+01 3.398000000000000000e+03
3.527550537919276508e+01 2.363000000000000000e+03
3.498340145186393357e+01 2.830000000000000000e+03
3.380891275260325735e+00 2.600000000000000000e+01
3.381003754995036470e+00 2.600000000000000000e+01
2.797283415601320211e+00 3.800000000000000000e+01
2.235736934157685596e+00 2.500000000000000000e+01
3.598390574790486518e+00 7.600000000000000000e+01
8.363854290493142329e-01 3.000000000000000000e+00
3.380688847784877993e+00 2.600000000000000000e+01
5.040658514847219607e+00 6.300000000000000000e+01
3.598473487437022111e+00 7.600000000000000000e+01
8.363854144361799747e-01 3.000000000000000000e+00
1.426355192790439874e+00 5.000000000000000000e+00
2.796756779434209861e+00 3.800000000000000000e+01
3.380801334254378787e+00 2.600000000000000000e+01
2.235759539953850350e+00 2.500000000000000000e+01
3.549185430533076158e+01 2.878000000000000000e+03
3.477260721821292577e+01 2.257000000000000000e+03
3.592092425302386971e+01 2.727000000000000000e+03
3.632002367589188196e+01 3.323000000000000000e+03
3.501487710211423376e+01 2.316000000000000000e+03
3.498639260851199850e+01 2.716000000000000000e+03
2.892540690587261931e+00 4.700000000000000000e+01
2.222629514213753321e+00 1.200000000000000000e+01
2.892504699863900353e+00 4.700000000000000000e+01
2.305487478108148025e+00 2.500000000000000000e+01
7.519746276304900556e-01 2.000000000000000000e+00
4.119949719330898041e+00 1.040000000000000000e+02
1.901827914297016919e+00 1.100000000000000000e+01
4.363454438091960874e+00 5.300000000000000000e+01
4.119923126339441133e+00 1.040000000000000000e+02
2.300159791874047066e+00 2.000000000000000000e+01
1.902153636870171027e+00 1.100000000000000000e+01
2.892256635895432471e+00 4.700000000000000000e+01
2.222904834220514214e+00 1.200000000000000000e+01
7.608165815973801926e-01 2.000000000000000000e+00
2.305374042263054424e+00 2.500000000000000000e+01
7.518320834911844663e-01 2.000000000000000000e+00
3.588414453580443109e+01 2.547000000000000000e+03
3.553948216108536684e+01 2.854000000000000000e+03
3.670049605567988493e+01 2.999000000000000000e+03
3.638305735325842960e+01 3.296000000000000000e+03
5.321504146855337680e+00 1.670000000000000000e+02
3.581485328599063678e+01 2.519000000000000000e+03
3.503747196999765379e+01 2.692000000000000000e+03
2.882312739577311156e+00 4.400000000000000000e+01
5.321665325884040065e+00 1.670000000000000000e+02
5.320866417248610425e+00 1.670000000000000000e+02
5.321027615594754678e+00 1.670000000000000000e+02
7.334005245884919200e-01 2.000000000000000000e+00
2.882258204950880476e+00 4.400000000000000000e+01
5.321775188489475283e+00 1.670000000000000000e+02
2.307343979616462537e+00 2.600000000000000000e+01
9.812768827098438118e-01 3.000000000000000000e+00
2.386572302579661908e+00 1.500000000000000000e+01
2.386812755100372385e+00 1.500000000000000000e+01
7.328301648974415716e-01 2.000000000000000000e+00
4.338107570446691597e+00 1.130000000000000000e+02
1.952542149316417674e+00 1.100000000000000000e+01
2.881350276547913758e+00 4.400000000000000000e+01
3.118674151711501530e+00 3.100000000000000000e+01
5.321137491366644490e+00 1.670000000000000000e+02
2.307078196540615522e+00 2.600000000000000000e+01
9.812956468194051762e-01 3.000000000000000000e+00
3.567779842714061544e+01 2.540000000000000000e+03
3.566098718720680694e+01 2.833000000000000000e+03
3.647624934245862249e+01 3.264000000000000000e+03
3.652767647906331661e+01 2.989000000000000000e+03
5.467256280358820497e+00 1.710000000000000000e+02
3.511229486618106677e+01 2.659000000000000000e+03
3.561135791034855202e+01 2.486000000000000000e+03
5.467539927054907878e+00 1.710000000000000000e+02
5.466578608812457496e+00 1.710000000000000000e+02
5.466862290669352475e+00 1.710000000000000000e+02
7.168415068200599816e-01 2.000000000000000000e+00
4.657510857799866066e+00 1.330000000000000000e+02
2.688748597905950444e+00 4.000000000000000000e+01
5.468307235115719145e+00 1.710000000000000000e+02
2.176416130492212275e+00 1.700000000000000000e+01
7.436202708260071237e-01 2.000000000000000000e+00
4.725788749243359455e+00 3.900000000000000000e+01
7.168416044706571455e-01 2.000000000000000000e+00
4.656824610989367841e+00 1.330000000000000000e+02
1.805665067029762261e+00 1.000000000000000000e+01
2.688054689078227533e+00 4.000000000000000000e+01
4.726289177328599322e+00 3.900000000000000000e+01
5.467629693827289472e+00 1.710000000000000000e+02
2.176044563142149890e+00 1.700000000000000000e+01
7.445511464522539535e-01 2.000000000000000000e+00
3.597236895516888211e+01 2.494000000000000000e+03
3.614464463196929955e+01 2.737000000000000000e+03
3.680644573275495191e+01 2.952000000000000000e+03
3.670404522381409862e+01 3.090000000000000000e+03
6.011488124179882320e+00 1.970000000000000000e+02
3.597462429507536541e+01 2.488000000000000000e+03
3.523377669491279818e+01 2.471000000000000000e+03
6.011793896802013926e+00 1.970000000000000000e+02
6.011570712347005241e+00 1.970000000000000000e+02
3.009357923521826184e+00 3.400000000000000000e+01
6.011876480768584941e+00 1.970000000000000000e+02
1.077948676090539237e+00 5.000000000000000000e+00
2.796812531160127513e+00 3.200000000000000000e+01
4.710713342335425935e+00 1.370000000000000000e+02
6.012313654829080534e+00 1.970000000000000000e+02
1.723265565860665705e+00 7.000000000000000000e+00
1.837777050487358954e+00 9.000000000000000000e+00
1.078485993750017746e+00 5.000000000000000000e+00
2.797141183526814956e+00 3.200000000000000000e+01
4.710792103794364749e+00 1.370000000000000000e+02
3.009288360853719535e+00 3.400000000000000000e+01
3.395812401045342099e+00 6.800000000000000000e+01
3.258827062785705220e+00 3.500000000000000000e+01
1.715467518572231009e+00 9.000000000000000000e+00
6.012396231656454759e+00 1.970000000000000000e+02
1.838060191317349990e+00 9.000000000000000000e+00
1.723039235216760945e+00 7.000000000000000000e+00
3.553591405621693866e+01 2.446000000000000000e+03
3.597914145710890921e+01 3.052000000000000000e+03
3.674187338924717494e+01 2.956000000000000000e+03
3.671009508224678086e+01 3.512000000000000000e+03
3.585979532028436978e+01 2.542000000000000000e+03
3.540624912464384977e+01 2.862000000000000000e+03
4.662368056558340079e+00 1.070000000000000000e+02
4.346674378422617835e+00 5.600000000000000000e+01
4.662744507016817863e+00 1.070000000000000000e+02
4.347096782492723577e+00 5.600000000000000000e+01
2.919676057759099663e+00 4.100000000000000000e+01
1.701635895296611078e+00 1.300000000000000000e+01
1.703335350637079193e+00 1.300000000000000000e+01
4.662119025332859046e+00 1.070000000000000000e+02
4.346560909560779784e+00 5.600000000000000000e+01
4.662495495898149045e+00 1.070000000000000000e+02
4.346983324656855885e+00 5.600000000000000000e+01
3.436675842635462885e+00 4.300000000000000000e+01
2.919672087594982202e+00 4.100000000000000000e+01
1.701608753939802154e+00 1.300000000000000000e+01
8.266251447728278912e-01 3.000000000000000000e+00
1.703051088158155757e+00 1.300000000000000000e+01
1.387893112899154513e+00 9.000000000000000000e+00
7.319040908255841638e-01 2.000000000000000000e+00
3.562163330832932218e+01 2.461000000000000000e+03
3.608128218923553021e+01 3.046000000000000000e+03
3.683355970629491338e+01 2.972000000000000000e+03
3.681481011567937855e+01 3.505000000000000000e+03
3.593584962864826338e+01 2.553000000000000000e+03
3.550346028163389178e+01 2.856000000000000000e+03
4.655600830050079963e+00 9.800000000000000000e+01
4.238005646119271219e+00 5.400000000000000000e+01
4.655284731987154423e+00 9.800000000000000000e+01
4.237495774073585686e+00 5.400000000000000000e+01
2.931727487268162236e+00 4.800000000000000000e+01
1.718311992591860182e+00 1.300000000000000000e+01
1.708382698364478314e+00 1.300000000000000000e+01
4.655632583134936553e+00 9.800000000000000000e+01
4.655316487228058797e+00 9.800000000000000000e+01
4.237521652968778696e+00 5.400000000000000000e+01
2.931768762986037391e+00 4.800000000000000000e+01
2.922173386922690685e+00 4.200000000000000000e+01
1.718112713889898613e+00 1.300000000000000000e+01
9.112880576009690925e-01 3.000000000000000000e+00
1.708214339055522224e+00 1.300000000000000000e+01
1.339453841298019032e+00 7.000000000000000000e+00
3.573114314021784566e+01 2.462000000000000000e+03
3.619035800030695782e+01 3.041000000000000000e+03
3.694420697831518652e+01 2.974000000000000000e+03
3.691178933768112103e+01 3.497000000000000000e+03
3.605078316294267182e+01 2.556000000000000000e+03
3.559411977497386914e+01 2.847000000000000000e+03
7.001500379085577874e-01 2.000000000000000000e+00
5.033588103257753410e+00 2.800000000000000000e+01
4.234578496203881492e+00 5.400000000000000000e+01
5.033423150067507734e+00 2.800000000000000000e+01
4.234219519501593254e+00 5.400000000000000000e+01
3.090668172471588537e+00 5.400000000000000000e+01
1.699696506988829459e+00 1.300000000000000000e+01
1.691743982522887935e+00 1.300000000000000000e+01
5.033288704730303209e+00 2.800000000000000000e+01
5.033123741727713707e+00 2.800000000000000000e+01
4.234033967294528189e+00 5.400000000000000000e+01
3.090712618861959360e+00 5.400000000000000000e+01
3.388331960577862567e+00 3.400000000000000000e+01
1.699675417411560474e+00 1.300000000000000000e+01
7.607118708159457121e-01 2.000000000000000000e+00
8.931959164168548071e-01 3.000000000000000000e+00
1.691753405919073971e+00 1.300000000000000000e+01
1.360303321177382951e+00 7.000000000000000000e+00
7.012307738303374949e-01 2.000000000000000000e+00
3.580180924836051304e+01 2.450000000000000000e+03
3.630152128583852544e+01 3.052000000000000000e+03
3.704429378709307485e+01 2.966000000000000000e+03
3.703788988541646887e+01 3.513000000000000000e+03
3.616017442328703169e+01 2.554000000000000000e+03
3.573946826829721601e+01 2.864000000000000000e+03
4.384761234922874173e+00 5.600000000000000000e+01
4.384558213361155588e+00 5.600000000000000000e+01
1.690030450764635983e+00 1.300000000000000000e+01
1.696072400384294632e+00 1.300000000000000000e+01
1.588460360164662077e+00 1.000000000000000000e+01
4.384454866671566364e+00 5.600000000000000000e+01
1.189061681326994968e+00 3.000000000000000000e+00
3.414995513688001694e+00 4.000000000000000000e+01
2.336253078147337625e+00 1.500000000000000000e+01
1.690283396600055221e+00 1.300000000000000000e+01
8.939525770052181297e-01 3.000000000000000000e+00
1.696252746332603367e+00 1.300000000000000000e+01
1.588223008396763891e+00 1.000000000000000000e+01
3.589848525529493628e+01 2.464000000000000000e+03
3.639287281865977519e+01 3.023000000000000000e+03
3.716360373781500215e+01 2.987000000000000000e+03
3.714155475081415148e+01 3.482000000000000000e+03
3.627602704082357121e+01 2.576000000000000000e+03
3.585808765692522826e+01 2.841000000000000000e+03
4.113329473814134829e+00 6.300000000000000000e+01
4.113262880296855606e+00 6.300000000000000000e+01
4.325813117424115006e+00 5.500000000000000000e+01
4.112639394902717349e+00 6.300000000000000000e+01
1.600406182909991371e+00 8.000000000000000000e+00
4.325505383670582127e+00 5.500000000000000000e+01
1.185490949756479395e+00 4.000000000000000000e+00
3.538468059088274664e+00 3.800000000000000000e+01
8.901846143193744565e-01 3.000000000000000000e+00
4.112572790211220131e+00 6.300000000000000000e+01
1.600451720892344998e+00 8.000000000000000000e+00
3.600091059178733133e+01 2.442000000000000000e+03
3.651132697179036057e+01 3.008000000000000000e+03
3.726218558634002420e+01 2.956000000000000000e+03
3.725965620140446788e+01 3.467000000000000000e+03
3.636546537729498141e+01 2.547000000000000000e+03
3.598760932113648181e+01 2.832000000000000000e+03
3.859555292620726608e+00 7.500000000000000000e+01
3.859529934692258024e+00 7.500000000000000000e+01
4.345591458311547584e+00 5.500000000000000000e+01
1.586183081081430579e+00 9.000000000000000000e+00
3.859783409491049699e+00 7.500000000000000000e+01
4.345343647032206214e+00 5.500000000000000000e+01
3.669479572277390300e+00 4.200000000000000000e+01
7.291677852181941422e-01 2.000000000000000000e+00
8.912963539117656486e-01 3.000000000000000000e+00
1.586053839869306703e+00 9.000000000000000000e+00
3.859758053061268512e+00 7.500000000000000000e+01
3.297483443207575959e+01 1.507000000000000000e+03
2.978201169640854928e+01 6.860000000000000000e+02
2.809838876447735245e+01 1.258000000000000000e+03
3.000311768295730630e+01 6.910000000000000000e+02
1.027713341280844617e+01 4.310000000000000000e+02
9.910502965047440327e+00 4.180000000000000000e+02
4.557174989335671889e+00 6.600000000000000000e+01
3.297501233872757354e+01 1.507000000000000000e+03
2.978192533494917527e+01 6.860000000000000000e+02
2.809860052711564649e+01 1.258000000000000000e+03
3.000301820457546498e+01 6.910000000000000000e+02
9.955798434386220919e+00 4.080000000000000000e+02
4.557283871206779580e+00 6.600000000000000000e+01
4.557470006514352079e+00 6.600000000000000000e+01
2.159345343183813171e+01 9.360000000000000000e+02
1.027702830386200183e+01 4.310000000000000000e+02
4.557578881337413179e+00 6.600000000000000000e+01
1.027689534331463150e+01 4.310000000000000000e+02
3.652296243165485379e+01 2.355000000000000000e+03
3.705943932904853000e+01 2.385000000000000000e+03
3.744621505534839656e+01 2.790000000000000000e+03
3.750862260906396983e+01 2.673000000000000000e+03
3.650557398383175922e+01 2.357000000000000000e+03
7.302717965793016575e+00 4.800000000000000000e+01
2.725564659960865832e+00 2.000000000000000000e+01
3.598345958385637289e+01 2.136000000000000000e+03
2.774772200047044723e+00 1.700000000000000000e+01
7.303088905731550007e+00 4.800000000000000000e+01
2.725516628943570385e+00 2.000000000000000000e+01
3.159972007137060945e+00 3.400000000000000000e+01
2.775139905143427566e+00 1.700000000000000000e+01
4.421206606653576010e+00 6.200000000000000000e+01
4.145484985845557802e+00 5.400000000000000000e+01
4.421331373366087725e+00 6.200000000000000000e+01
4.145789397052367597e+00 5.400000000000000000e+01
2.725569272420100830e+00 2.000000000000000000e+01
3.159938595108426895e+00 3.400000000000000000e+01
4.421360806429163404e+00 6.200000000000000000e+01
4.145657113042013897e+00 5.400000000000000000e+01
4.421485568790423315e+00 6.200000000000000000e+01
4.145961511610633643e+00 5.400000000000000000e+01
7.303887446874170131e+00 4.800000000000000000e+01
2.725521241484088808e+00 2.000000000000000000e+01
3.159940425777683970e+00 3.400000000000000000e+01
2.774953446579575544e+00 1.700000000000000000e+01
3.669061980900909958e+01 5.356000000000000000e+03
3.758894068268166677e+01 6.295000000000000000e+03
3.651048124667838835e+01 5.266000000000000000e+03
2.992559257209372436e+00 2.200000000000000000e+01
3.085404509301198139e+00 1.900000000000000000e+01
1.183779595592969969e+00 6.000000000000000000e+00
2.992492435146674623e+00 2.200000000000000000e+01
2.757908692795191907e+00 2.500000000000000000e+01
3.086115031217491644e+00 1.900000000000000000e+01
3.175573553551656936e+00 2.600000000000000000e+01
2.992572091726095174e+00 2.200000000000000000e+01
2.758101933862703081e+00 2.500000000000000000e+01
3.175989348268930534e+00 2.600000000000000000e+01
3.175770422844827579e+00 2.600000000000000000e+01
4.369065663427283752e+00 3.600000000000000000e+01
1.184056144330466909e+00 6.000000000000000000e+00
2.992505269949989444e+00 2.200000000000000000e+01
2.757959685517870962e+00 2.500000000000000000e+01
1.725117438093269229e+00 1.200000000000000000e+01
3.086106677974472134e+00 1.900000000000000000e+01
3.677399647439133190e+01 5.256000000000000000e+03
3.768957250357205879e+01 6.183000000000000000e+03
3.660058486489025142e+01 5.174000000000000000e+03
3.308919250061695294e+00 3.000000000000000000e+01
3.204750832844169839e+00 3.000000000000000000e+01
3.308812459842481513e+00 3.000000000000000000e+01
3.247171789172684342e+00 4.200000000000000000e+01
3.519555329986370662e+00 3.100000000000000000e+01
3.519892302685764029e+00 3.100000000000000000e+01
3.308835376317462273e+00 3.000000000000000000e+01
3.247138812295994548e+00 4.200000000000000000e+01
3.519585920919730437e+00 3.100000000000000000e+01
3.204804129632051524e+00 3.000000000000000000e+01
3.519922890690562856e+00 3.100000000000000000e+01
4.518126354201219108e+00 6.100000000000000000e+01
3.308728583391197908e+00 3.000000000000000000e+01
3.247168448306157806e+00 4.200000000000000000e+01
1.683928405724358646e+00 9.000000000000000000e+00
3.205342435690735403e+00 3.000000000000000000e+01
2.780677542372189137e+01 2.272000000000000000e+03
2.483404783521434211e+01 1.926000000000000000e+03
2.090309033184829701e+01 1.430000000000000000e+03
2.781143215432749116e+01 2.271000000000000000e+03
8.222947809357155080e+00 2.630000000000000000e+02
2.483341556977530473e+01 1.925000000000000000e+03
3.325469237378840148e+00 2.700000000000000000e+01
3.175026683786830617e+00 4.900000000000000000e+01
5.052833888757300329e+00 1.570000000000000000e+02
5.560398571974435988e+00 1.740000000000000000e+02
3.325669128136394370e+00 2.700000000000000000e+01
