# w mse
3.000000000000000000e+00 3.842838473042186481e-03
5.000000000000000000e+00 4.388768088398284709e-03
9.000000000000000000e+00 6.503474886163179702e-03
1.700000000000000000e+01 9.414793251320422232e-03
3.300000000000000000e+01 2.330655711995383017e-02
6.500000000000000000e+01 7.026141209523220632e-02
1.290000000000000000e+02 2.180754585781299604e-01
2.570000000000000000e+02 6.336013624896631447e-01
5.130000000000000000e+02 1.717023880285656334e+00
1.025000000000000000e+03 4.611181158963182369e+00
2.049000000000000000e+03 7.586999399144582767e+00
4.097000000000000000e+03 5.785153777063471559e+00
8.193000000000000000e+03 8.364066780606238538e+00
